q,67
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(13, 16)",5,13,29,45,61,77
4,"(5, 32)",5,5,37,69,101,133
5,"(53, 64)",5,53,117,181,245,309
6,"(85, 128)",5,85,213,341,469,597
7,"(21, 256)",5,21,277,533,789,1045
8,"(149, 512)",5,149,661,1173,1685,2197
9,"(405, 1024)",5,405,1429,2453,3477,4501
10,"(1941, 2048)",5,1941,3989,6037,8085,10133
11,"(2965, 4096)",5,2965,7061,11157,15253,19349
12,"(917, 8192)",5,917,9109,17301,25493,33685
13,"(5013, 16384)",5,5013,21397,37781,54165,70549
14,"(29589, 32768)",5,29589,62357,95125,127893,160661
15,"(13205, 65536)",5,13205,78741,144277,209813,275349
16,"(45973, 131072)",5,45973,177045,308117,439189,570261
17,"(111509, 262144)",5,111509,373653,635797,897941,1160085
18,"(504725, 524288)",5,504725,1029013,1553301,2077589,2601877
19,"(242581, 1048576)",5,242581,1291157,2339733,3388309,4436885
20,"(766869, 2097152)",5,766869,2864021,4961173,7058325,9155477
