q,155
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(5, 16)",5,5,21,37,53,69
4,"(29, 32)",5,29,61,93,125,157
5,"(13, 64)",5,13,77,141,205,269
6,"(45, 128)",5,45,173,301,429,557
7,"(237, 256)",5,237,493,749,1005,1261
8,"(365, 512)",5,365,877,1389,1901,2413
9,"(109, 1024)",5,109,1133,2157,3181,4205
10,"(1645, 2048)",5,1645,3693,5741,7789,9837
11,"(621, 4096)",5,621,4717,8813,12909,17005
12,"(2669, 8192)",5,2669,10861,19053,27245,35437
13,"(14957, 16384)",5,14957,31341,47725,64109,80493
14,"(23149, 32768)",5,23149,55917,88685,121453,154221
15,"(39533, 65536)",5,39533,105069,170605,236141,301677
16,"(72301, 131072)",5,72301,203373,334445,465517,596589
17,"(137837, 262144)",5,137837,399981,662125,924269,1186413
18,"(268909, 524288)",5,268909,793197,1317485,1841773,2366061
19,"(531053, 1048576)",5,531053,1579629,2628205,3676781,4725357
20,"(6765, 2097152)",5,6765,2103917,4201069,6298221,8395373
