q,3
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(13, 16)",5,13,29,45,61,77
4,"(5, 32)",5,5,37,69,101,133
5,"(53, 64)",5,53,117,181,245,309
6,"(21, 128)",5,21,149,277,405,533
7,"(213, 256)",5,213,469,725,981,1237
8,"(85, 512)",5,85,597,1109,1621,2133
9,"(853, 1024)",5,853,1877,2901,3925,4949
10,"(341, 2048)",5,341,2389,4437,6485,8533
11,"(3413, 4096)",5,3413,7509,11605,15701,19797
12,"(1365, 8192)",5,1365,9557,17749,25941,34133
13,"(13653, 16384)",5,13653,30037,46421,62805,79189
14,"(5461, 32768)",5,5461,38229,70997,103765,136533
15,"(54613, 65536)",5,54613,120149,185685,251221,316757
16,"(21845, 131072)",5,21845,152917,283989,415061,546133
17,"(218453, 262144)",5,218453,480597,742741,1004885,1267029
18,"(87381, 524288)",5,87381,611669,1135957,1660245,2184533
19,"(873813, 1048576)",5,873813,1922389,2970965,4019541,5068117
20,"(349525, 2097152)",5,349525,2446677,4543829,6640981,8738133
