q,167
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(5, 8)",5,5,13,21,29,37
3,"(1, 16)",5,1,17,33,49,65
4,"(25, 32)",5,25,57,89,121,153
5,"(9, 64)",5,9,73,137,201,265
6,"(41, 128)",5,41,169,297,425,553
7,"(105, 256)",5,105,361,617,873,1129
8,"(489, 512)",5,489,1001,1513,2025,2537
9,"(745, 1024)",5,745,1769,2793,3817,4841
10,"(1257, 2048)",5,1257,3305,5353,7401,9449
11,"(233, 4096)",5,233,4329,8425,12521,16617
12,"(2281, 8192)",5,2281,10473,18665,26857,35049
13,"(14569, 16384)",5,14569,30953,47337,63721,80105
14,"(6377, 32768)",5,6377,39145,71913,104681,137449
15,"(55529, 65536)",5,55529,121065,186601,252137,317673
16,"(88297, 131072)",5,88297,219369,350441,481513,612585
17,"(22761, 262144)",5,22761,284905,547049,809193,1071337
18,"(415977, 524288)",5,415977,940265,1464553,1988841,2513129
19,"(153833, 1048576)",5,153833,1202409,2250985,3299561,4348137
20,"(1726697, 2097152)",5,1726697,3823849,5921001,8018153,10115305
