q,111
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(5, 8)",5,5,13,21,29,37
3,"(9, 16)",5,9,25,41,57,73
4,"(1, 32)",5,1,33,65,97,129
5,"(17, 64)",5,17,81,145,209,273
6,"(49, 128)",5,49,177,305,433,561
7,"(241, 256)",5,241,497,753,1009,1265
8,"(113, 512)",5,113,625,1137,1649,2161
9,"(881, 1024)",5,881,1905,2929,3953,4977
10,"(1393, 2048)",5,1393,3441,5489,7537,9585
11,"(2417, 4096)",5,2417,6513,10609,14705,18801
12,"(4465, 8192)",5,4465,12657,20849,29041,37233
13,"(369, 16384)",5,369,16753,33137,49521,65905
14,"(24945, 32768)",5,24945,57713,90481,123249,156017
15,"(8561, 65536)",5,8561,74097,139633,205169,270705
16,"(106865, 131072)",5,106865,237937,369009,500081,631153
17,"(41329, 262144)",5,41329,303473,565617,827761,1089905
18,"(172401, 524288)",5,172401,696689,1220977,1745265,2269553
19,"(958833, 1048576)",5,958833,2007409,3055985,4104561,5153137
20,"(1483121, 2097152)",5,1483121,3580273,5677425,7774577,9871729
