q,91
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(5, 16)",5,5,21,37,53,69
4,"(29, 32)",5,29,61,93,125,157
5,"(13, 64)",5,13,77,141,205,269
6,"(109, 128)",5,109,237,365,493,621
7,"(173, 256)",5,173,429,685,941,1197
8,"(301, 512)",5,301,813,1325,1837,2349
9,"(557, 1024)",5,557,1581,2605,3629,4653
10,"(1069, 2048)",5,1069,3117,5165,7213,9261
11,"(2093, 4096)",5,2093,6189,10285,14381,18477
12,"(45, 8192)",5,45,8237,16429,24621,32813
13,"(12333, 16384)",5,12333,28717,45101,61485,77869
14,"(4141, 32768)",5,4141,36909,69677,102445,135213
15,"(20525, 65536)",5,20525,86061,151597,217133,282669
16,"(118829, 131072)",5,118829,249901,380973,512045,643117
17,"(53293, 262144)",5,53293,315437,577581,839725,1101869
18,"(446509, 524288)",5,446509,970797,1495085,2019373,2543661
19,"(708653, 1048576)",5,708653,1757229,2805805,3854381,4902957
20,"(1232941, 2097152)",5,1232941,3330093,5427245,7524397,9621549
