q,147
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(13, 16)",5,13,29,45,61,77
4,"(21, 32)",5,21,53,85,117,149
5,"(5, 64)",5,5,69,133,197,261
6,"(37, 128)",5,37,165,293,421,549
7,"(229, 256)",5,229,485,741,997,1253
8,"(357, 512)",5,357,869,1381,1893,2405
9,"(101, 1024)",5,101,1125,2149,3173,4197
10,"(1637, 2048)",5,1637,3685,5733,7781,9829
11,"(2661, 4096)",5,2661,6757,10853,14949,19045
12,"(4709, 8192)",5,4709,12901,21093,29285,37477
13,"(613, 16384)",5,613,16997,33381,49765,66149
14,"(8805, 32768)",5,8805,41573,74341,107109,139877
15,"(25189, 65536)",5,25189,90725,156261,221797,287333
16,"(123493, 131072)",5,123493,254565,385637,516709,647781
17,"(57957, 262144)",5,57957,320101,582245,844389,1106533
18,"(451173, 524288)",5,451173,975461,1499749,2024037,2548325
19,"(189029, 1048576)",5,189029,1237605,2286181,3334757,4383333
20,"(1761893, 2097152)",5,1761893,3859045,5956197,8053349,10150501
