q,143
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(5, 8)",5,5,13,21,29,37
3,"(9, 16)",5,9,25,41,57,73
4,"(1, 32)",5,1,33,65,97,129
5,"(49, 64)",5,49,113,177,241,305
6,"(81, 128)",5,81,209,337,465,593
7,"(17, 256)",5,17,273,529,785,1041
8,"(145, 512)",5,145,657,1169,1681,2193
9,"(913, 1024)",5,913,1937,2961,3985,5009
10,"(1425, 2048)",5,1425,3473,5521,7569,9617
11,"(2449, 4096)",5,2449,6545,10641,14737,18833
12,"(4497, 8192)",5,4497,12689,20881,29073,37265
13,"(401, 16384)",5,401,16785,33169,49553,65937
14,"(8593, 32768)",5,8593,41361,74129,106897,139665
15,"(24977, 65536)",5,24977,90513,156049,221585,287121
16,"(123281, 131072)",5,123281,254353,385425,516497,647569
17,"(57745, 262144)",5,57745,319889,582033,844177,1106321
18,"(188817, 524288)",5,188817,713105,1237393,1761681,2285969
19,"(450961, 1048576)",5,450961,1499537,2548113,3596689,4645265
20,"(975249, 2097152)",5,975249,3072401,5169553,7266705,9363857
