q,121
r,modulo,len_odds,odds
1,"(1, 4)",5,1,5,9,13,17
2,"(3, 8)",5,3,11,19,27,35
3,"(15, 16)",5,15,31,47,63,79
4,"(7, 32)",5,7,39,71,103,135
5,"(23, 64)",5,23,87,151,215,279
6,"(119, 128)",5,119,247,375,503,631
7,"(183, 256)",5,183,439,695,951,1207
8,"(311, 512)",5,311,823,1335,1847,2359
9,"(55, 1024)",5,55,1079,2103,3127,4151
10,"(567, 2048)",5,567,2615,4663,6711,8759
11,"(3639, 4096)",5,3639,7735,11831,15927,20023
12,"(1591, 8192)",5,1591,9783,17975,26167,34359
13,"(13879, 16384)",5,13879,30263,46647,63031,79415
14,"(22071, 32768)",5,22071,54839,87607,120375,153143
15,"(5687, 65536)",5,5687,71223,136759,202295,267831
16,"(38455, 131072)",5,38455,169527,300599,431671,562743
17,"(235063, 262144)",5,235063,497207,759351,1021495,1283639
18,"(366135, 524288)",5,366135,890423,1414711,1938999,2463287
19,"(628279, 1048576)",5,628279,1676855,2725431,3774007,4822583
20,"(1152567, 2097152)",5,1152567,3249719,5346871,7444023,9541175
