q,151
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(5, 8)",5,5,13,21,29,37
3,"(1, 16)",5,1,17,33,49,65
4,"(9, 32)",5,9,41,73,105,137
5,"(57, 64)",5,57,121,185,249,313
6,"(25, 128)",5,25,153,281,409,537
7,"(89, 256)",5,89,345,601,857,1113
8,"(473, 512)",5,473,985,1497,2009,2521
9,"(729, 1024)",5,729,1753,2777,3801,4825
10,"(1241, 2048)",5,1241,3289,5337,7385,9433
11,"(2265, 4096)",5,2265,6361,10457,14553,18649
12,"(4313, 8192)",5,4313,12505,20697,28889,37081
13,"(8409, 16384)",5,8409,24793,41177,57561,73945
14,"(16601, 32768)",5,16601,49369,82137,114905,147673
15,"(217, 65536)",5,217,65753,131289,196825,262361
16,"(98521, 131072)",5,98521,229593,360665,491737,622809
17,"(164057, 262144)",5,164057,426201,688345,950489,1212633
18,"(32985, 524288)",5,32985,557273,1081561,1605849,2130137
19,"(295129, 1048576)",5,295129,1343705,2392281,3440857,4489433
20,"(1867993, 2097152)",5,1867993,3965145,6062297,8159449,10256601
