q,51
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(13, 16)",5,13,29,45,61,77
4,"(21, 32)",5,21,53,85,117,149
5,"(37, 64)",5,37,101,165,229,293
6,"(69, 128)",5,69,197,325,453,581
7,"(133, 256)",5,133,389,645,901,1157
8,"(5, 512)",5,5,517,1029,1541,2053
9,"(773, 1024)",5,773,1797,2821,3845,4869
10,"(261, 2048)",5,261,2309,4357,6405,8453
11,"(3333, 4096)",5,3333,7429,11525,15621,19717
12,"(5381, 8192)",5,5381,13573,21765,29957,38149
13,"(9477, 16384)",5,9477,25861,42245,58629,75013
14,"(17669, 32768)",5,17669,50437,83205,115973,148741
15,"(34053, 65536)",5,34053,99589,165125,230661,296197
16,"(1285, 131072)",5,1285,132357,263429,394501,525573
17,"(197893, 262144)",5,197893,460037,722181,984325,1246469
18,"(66821, 524288)",5,66821,591109,1115397,1639685,2163973
19,"(853253, 1048576)",5,853253,1901829,2950405,3998981,5047557
20,"(1377541, 2097152)",5,1377541,3474693,5571845,7668997,9766149
