q,19
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(13, 16)",5,13,29,45,61,77
4,"(21, 32)",5,21,53,85,117,149
5,"(5, 64)",5,5,69,133,197,261
6,"(37, 128)",5,37,165,293,421,549
7,"(101, 256)",5,101,357,613,869,1125
8,"(229, 512)",5,229,741,1253,1765,2277
9,"(997, 1024)",5,997,2021,3045,4069,5093
10,"(485, 2048)",5,485,2533,4581,6629,8677
11,"(3557, 4096)",5,3557,7653,11749,15845,19941
12,"(1509, 8192)",5,1509,9701,17893,26085,34277
13,"(5605, 16384)",5,5605,21989,38373,54757,71141
14,"(30181, 32768)",5,30181,62949,95717,128485,161253
15,"(46565, 65536)",5,46565,112101,177637,243173,308709
16,"(79333, 131072)",5,79333,210405,341477,472549,603621
17,"(144869, 262144)",5,144869,407013,669157,931301,1193445
18,"(13797, 524288)",5,13797,538085,1062373,1586661,2110949
19,"(800229, 1048576)",5,800229,1848805,2897381,3945957,4994533
20,"(275941, 2097152)",5,275941,2373093,4470245,6567397,8664549
