q,79
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(5, 8)",5,5,13,21,29,37
3,"(9, 16)",5,9,25,41,57,73
4,"(1, 32)",5,1,33,65,97,129
5,"(49, 64)",5,49,113,177,241,305
6,"(17, 128)",5,17,145,273,401,529
7,"(209, 256)",5,209,465,721,977,1233
8,"(81, 512)",5,81,593,1105,1617,2129
9,"(849, 1024)",5,849,1873,2897,3921,4945
10,"(1361, 2048)",5,1361,3409,5457,7505,9553
11,"(337, 4096)",5,337,4433,8529,12625,16721
12,"(6481, 8192)",5,6481,14673,22865,31057,39249
13,"(2385, 16384)",5,2385,18769,35153,51537,67921
14,"(10577, 32768)",5,10577,43345,76113,108881,141649
15,"(26961, 65536)",5,26961,92497,158033,223569,289105
16,"(125265, 131072)",5,125265,256337,387409,518481,649553
17,"(190801, 262144)",5,190801,452945,715089,977233,1239377
18,"(321873, 524288)",5,321873,846161,1370449,1894737,2419025
19,"(59729, 1048576)",5,59729,1108305,2156881,3205457,4254033
20,"(1632593, 2097152)",5,1632593,3729745,5826897,7924049,10021201
