q,27
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(5, 16)",5,5,21,37,53,69
4,"(29, 32)",5,29,61,93,125,157
5,"(13, 64)",5,13,77,141,205,269
6,"(45, 128)",5,45,173,301,429,557
7,"(109, 256)",5,109,365,621,877,1133
8,"(237, 512)",5,237,749,1261,1773,2285
9,"(1005, 1024)",5,1005,2029,3053,4077,5101
10,"(493, 2048)",5,493,2541,4589,6637,8685
11,"(3565, 4096)",5,3565,7661,11757,15853,19949
12,"(5613, 8192)",5,5613,13805,21997,30189,38381
13,"(1517, 16384)",5,1517,17901,34285,50669,67053
14,"(26093, 32768)",5,26093,58861,91629,124397,157165
15,"(42477, 65536)",5,42477,108013,173549,239085,304621
16,"(75245, 131072)",5,75245,206317,337389,468461,599533
17,"(140781, 262144)",5,140781,402925,665069,927213,1189357
18,"(9709, 524288)",5,9709,533997,1058285,1582573,2106861
19,"(796141, 1048576)",5,796141,1844717,2893293,3941869,4990445
20,"(271853, 2097152)",5,271853,2369005,4466157,6563309,8660461
