q,11
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(5, 16)",5,5,21,37,53,69
4,"(13, 32)",5,13,45,77,109,141
5,"(61, 64)",5,61,125,189,253,317
6,"(29, 128)",5,29,157,285,413,541
7,"(221, 256)",5,221,477,733,989,1245
8,"(349, 512)",5,349,861,1373,1885,2397
9,"(605, 1024)",5,605,1629,2653,3677,4701
10,"(93, 2048)",5,93,2141,4189,6237,8285
11,"(3165, 4096)",5,3165,7261,11357,15453,19549
12,"(1117, 8192)",5,1117,9309,17501,25693,33885
13,"(5213, 16384)",5,5213,21597,37981,54365,70749
14,"(13405, 32768)",5,13405,46173,78941,111709,144477
15,"(62557, 65536)",5,62557,128093,193629,259165,324701
16,"(29789, 131072)",5,29789,160861,291933,423005,554077
17,"(226397, 262144)",5,226397,488541,750685,1012829,1274973
18,"(357469, 524288)",5,357469,881757,1406045,1930333,2454621
19,"(619613, 1048576)",5,619613,1668189,2716765,3765341,4813917
20,"(95325, 2097152)",5,95325,2192477,4289629,6386781,8483933
