q,41
r,modulo,len_odds,odds
1,"(1, 4)",5,1,5,9,13,17
2,"(3, 8)",5,3,11,19,27,35
3,"(15, 16)",5,15,31,47,63,79
4,"(23, 32)",5,23,55,87,119,151
5,"(7, 64)",5,7,71,135,199,263
6,"(39, 128)",5,39,167,295,423,551
7,"(103, 256)",5,103,359,615,871,1127
8,"(231, 512)",5,231,743,1255,1767,2279
9,"(487, 1024)",5,487,1511,2535,3559,4583
10,"(2023, 2048)",5,2023,4071,6119,8167,10215
11,"(3047, 4096)",5,3047,7143,11239,15335,19431
12,"(5095, 8192)",5,5095,13287,21479,29671,37863
13,"(999, 16384)",5,999,17383,33767,50151,66535
14,"(9191, 32768)",5,9191,41959,74727,107495,140263
15,"(58343, 65536)",5,58343,123879,189415,254951,320487
16,"(91111, 131072)",5,91111,222183,353255,484327,615399
17,"(156647, 262144)",5,156647,418791,680935,943079,1205223
18,"(287719, 524288)",5,287719,812007,1336295,1860583,2384871
19,"(549863, 1048576)",5,549863,1598439,2647015,3695591,4744167
20,"(25575, 2097152)",5,25575,2122727,4219879,6317031,8414183
