q,83
r,modulo,len_odds,odds
1,"(3, 4)",5,3,7,11,15,19
2,"(1, 8)",5,1,9,17,25,33
3,"(13, 16)",5,13,29,45,61,77
4,"(21, 32)",5,21,53,85,117,149
5,"(5, 64)",5,5,69,133,197,261
6,"(101, 128)",5,101,229,357,485,613
7,"(165, 256)",5,165,421,677,933,1189
8,"(293, 512)",5,293,805,1317,1829,2341
9,"(549, 1024)",5,549,1573,2597,3621,4645
10,"(37, 2048)",5,37,2085,4133,6181,8229
11,"(1061, 4096)",5,1061,5157,9253,13349,17445
12,"(3109, 8192)",5,3109,11301,19493,27685,35877
13,"(7205, 16384)",5,7205,23589,39973,56357,72741
14,"(31781, 32768)",5,31781,64549,97317,130085,162853
15,"(15397, 65536)",5,15397,80933,146469,212005,277541
16,"(48165, 131072)",5,48165,179237,310309,441381,572453
17,"(244773, 262144)",5,244773,506917,769061,1031205,1293349
18,"(375845, 524288)",5,375845,900133,1424421,1948709,2472997
19,"(637989, 1048576)",5,637989,1686565,2735141,3783717,4832293
20,"(113701, 2097152)",5,113701,2210853,4308005,6405157,8502309
