q,141
r,modulo,len_odds,odds
1,"(1, 4)",5,1,5,9,13,17
2,"(7, 8)",5,7,15,23,31,39
3,"(3, 16)",5,3,19,35,51,67
4,"(11, 32)",5,11,43,75,107,139
5,"(27, 64)",5,27,91,155,219,283
6,"(123, 128)",5,123,251,379,507,635
7,"(59, 256)",5,59,315,571,827,1083
8,"(187, 512)",5,187,699,1211,1723,2235
9,"(955, 1024)",5,955,1979,3003,4027,5051
10,"(443, 2048)",5,443,2491,4539,6587,8635
11,"(1467, 4096)",5,1467,5563,9659,13755,17851
12,"(3515, 8192)",5,3515,11707,19899,28091,36283
13,"(7611, 16384)",5,7611,23995,40379,56763,73147
14,"(32187, 32768)",5,32187,64955,97723,130491,163259
15,"(48571, 65536)",5,48571,114107,179643,245179,310715
16,"(81339, 131072)",5,81339,212411,343483,474555,605627
17,"(15803, 262144)",5,15803,277947,540091,802235,1064379
18,"(146875, 524288)",5,146875,671163,1195451,1719739,2244027
19,"(933307, 1048576)",5,933307,1981883,3030459,4079035,5127611
20,"(409019, 2097152)",5,409019,2506171,4603323,6700475,8797627
