r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2561,6657,10753,14849,18945,23041,27137,31233,35329,39425,43521,47617,51713,55809,59905,64001,68097,72193,76289,80385,84481,88577,92673,96769,100865,104961,109057,113153,117249,121345,125441,129537,133633,137729,141825,145921,150017,154113,158209,162305,166401,170497,174593,178689,182785,186881,190977,195073,199169,203265,207361,211457,215553,219649,223745,227841,231937,236033,240129,244225,248321,252417,256513,260609,264705,268801,272897,276993,281089,285185,289281,293377,297473,301569,305665,309761,313857,317953,322049,326145,330241,334337,338433,342529,346625,350721,354817,358913,363009,367105,371201,375297,379393,383489,387585,391681,395777,399873,403969,408065
12,4609,12801,20993,29185,37377,45569,53761,61953,70145,78337,86529,94721,102913,111105,119297,127489,135681,143873,152065,160257,168449,176641,184833,193025,201217,209409,217601,225793,233985,242177,250369,258561,266753,274945,283137,291329,299521,307713,315905,324097,332289,340481,348673,356865,365057,373249,381441,389633,397825,406017,414209,422401,430593,438785,446977,455169,463361,471553,479745,487937,496129,504321,512513,520705,528897,537089,545281,553473,561665,569857,578049,586241,594433,602625,610817,619009,627201,635393,643585,651777,659969,668161,676353,684545,692737,700929,709121,717313,725505,733697,741889,750081,758273,766465,774657,782849,791041,799233,807425,815617
13,8705,25089,41473,57857,74241,90625,107009,123393,139777,156161,172545,188929,205313,221697,238081,254465,270849,287233,303617,320001,336385,352769,369153,385537,401921,418305,434689,451073,467457,483841,500225,516609,532993,549377,565761,582145,598529,614913,631297,647681,664065,680449,696833,713217,729601,745985,762369,778753,795137,811521,827905,844289,860673,877057,893441,909825,926209,942593,958977,975361,991745,1008129,1024513,1040897,1057281,1073665,1090049,1106433,1122817,1139201,1155585,1171969,1188353,1204737,1221121,1237505,1253889,1270273,1286657,1303041,1319425,1335809,1352193,1368577,1384961,1401345,1417729,1434113,1450497,1466881,1483265,1499649,1516033,1532417,1548801,1565185,1581569,1597953,1614337,1630721
14,16897,49665,82433,115201,147969,180737,213505,246273,279041,311809,344577,377345,410113,442881,475649,508417,541185,573953,606721,639489,672257,705025,737793,770561,803329,836097,868865,901633,934401,967169,999937,1032705,1065473,1098241,1131009,1163777,1196545,1229313,1262081,1294849,1327617,1360385,1393153,1425921,1458689,1491457,1524225,1556993,1589761,1622529,1655297,1688065,1720833,1753601,1786369,1819137,1851905,1884673,1917441,1950209,1982977,2015745,2048513,2081281,2114049,2146817,2179585,2212353,2245121,2277889,2310657,2343425,2376193,2408961,2441729,2474497,2507265,2540033,2572801,2605569,2638337,2671105,2703873,2736641,2769409,2802177,2834945,2867713,2900481,2933249,2966017,2998785,3031553,3064321,3097089,3129857,3162625,3195393,3228161,3260929
15,33281,98817,164353,229889,295425,360961,426497,492033,557569,623105,688641,754177,819713,885249,950785,1016321,1081857,1147393,1212929,1278465,1344001,1409537,1475073,1540609,1606145,1671681,1737217,1802753,1868289,1933825,1999361,2064897,2130433,2195969,2261505,2327041,2392577,2458113,2523649,2589185,2654721,2720257,2785793,2851329,2916865,2982401,3047937,3113473,3179009,3244545,3310081,3375617,3441153,3506689,3572225,3637761,3703297,3768833,3834369,3899905,3965441,4030977,4096513,4162049,4227585,4293121,4358657,4424193,4489729,4555265,4620801,4686337,4751873,4817409,4882945,4948481,5014017,5079553,5145089,5210625,5276161,5341697,5407233,5472769,5538305,5603841,5669377,5734913,5800449,5865985,5931521,5997057,6062593,6128129,6193665,6259201,6324737,6390273,6455809,6521345
16,66049,197121,328193,459265,590337,721409,852481,983553,1114625,1245697,1376769,1507841,1638913,1769985,1901057,2032129,2163201,2294273,2425345,2556417,2687489,2818561,2949633,3080705,3211777,3342849,3473921,3604993,3736065,3867137,3998209,4129281,4260353,4391425,4522497,4653569,4784641,4915713,5046785,5177857,5308929,5440001,5571073,5702145,5833217,5964289,6095361,6226433,6357505,6488577,6619649,6750721,6881793,7012865,7143937,7275009,7406081,7537153,7668225,7799297,7930369,8061441,8192513,8323585,8454657,8585729,8716801,8847873,8978945,9110017,9241089,9372161,9503233,9634305,9765377,9896449,10027521,10158593,10289665,10420737,10551809,10682881,10813953,10945025,11076097,11207169,11338241,11469313,11600385,11731457,11862529,11993601,12124673,12255745,12386817,12517889,12648961,12780033,12911105,13042177
17,131585,393729,655873,918017,1180161,1442305,1704449,1966593,2228737,2490881,2753025,3015169,3277313,3539457,3801601,4063745,4325889,4588033,4850177,5112321,5374465,5636609,5898753,6160897,6423041,6685185,6947329,7209473,7471617,7733761,7995905,8258049,8520193,8782337,9044481,9306625,9568769,9830913,10093057,10355201,10617345,10879489,11141633,11403777,11665921,11928065,12190209,12452353,12714497,12976641,13238785,13500929,13763073,14025217,14287361,14549505,14811649,15073793,15335937,15598081,15860225,16122369,16384513,16646657,16908801,17170945,17433089,17695233,17957377,18219521,18481665,18743809,19005953,19268097,19530241,19792385,20054529,20316673,20578817,20840961,21103105,21365249,21627393,21889537,22151681,22413825,22675969,22938113,23200257,23462401,23724545,23986689,24248833,24510977,24773121,25035265,25297409,25559553,25821697,26083841
18,513,524801,1049089,1573377,2097665,2621953,3146241,3670529,4194817,4719105,5243393,5767681,6291969,6816257,7340545,7864833,8389121,8913409,9437697,9961985,10486273,11010561,11534849,12059137,12583425,13107713,13632001,14156289,14680577,15204865,15729153,16253441,16777729,17302017,17826305,18350593,18874881,19399169,19923457,20447745,20972033,21496321,22020609,22544897,23069185,23593473,24117761,24642049,25166337,25690625,26214913,26739201,27263489,27787777,28312065,28836353,29360641,29884929,30409217,30933505,31457793,31982081,32506369,33030657,33554945,34079233,34603521,35127809,35652097,36176385,36700673,37224961,37749249,38273537,38797825,39322113,39846401,40370689,40894977,41419265,41943553,42467841,42992129,43516417,44040705,44564993,45089281,45613569,46137857,46662145,47186433,47710721,48235009,48759297,49283585,49807873,50332161,50856449,51380737,51905025
19,786945,1835521,2884097,3932673,4981249,6029825,7078401,8126977,9175553,10224129,11272705,12321281,13369857,14418433,15467009,16515585,17564161,18612737,19661313,20709889,21758465,22807041,23855617,24904193,25952769,27001345,28049921,29098497,30147073,31195649,32244225,33292801,34341377,35389953,36438529,37487105,38535681,39584257,40632833,41681409,42729985,43778561,44827137,45875713,46924289,47972865,49021441,50070017,51118593,52167169,53215745,54264321,55312897,56361473,57410049,58458625,59507201,60555777,61604353,62652929,63701505,64750081,65798657,66847233,67895809,68944385,69992961,71041537,72090113,73138689,74187265,75235841,76284417,77332993,78381569,79430145,80478721,81527297,82575873,83624449,84673025,85721601,86770177,87818753,88867329,89915905,90964481,92013057,93061633,94110209,95158785,96207361,97255937,98304513,99353089,100401665,101450241,102498817,103547393,104595969
20,1311233,3408385,5505537,7602689,9699841,11796993,13894145,15991297,18088449,20185601,22282753,24379905,26477057,28574209,30671361,32768513,34865665,36962817,39059969,41157121,43254273,45351425,47448577,49545729,51642881,53740033,55837185,57934337,60031489,62128641,64225793,66322945,68420097,70517249,72614401,74711553,76808705,78905857,81003009,83100161,85197313,87294465,89391617,91488769,93585921,95683073,97780225,99877377,101974529,104071681,106168833,108265985,110363137,112460289,114557441,116654593,118751745,120848897,122946049,125043201,127140353,129237505,131334657,133431809,135528961,137626113,139723265,141820417,143917569,146014721,148111873,150209025,152306177,154403329,156500481,158597633,160694785,162791937,164889089,166986241,169083393,171180545,173277697,175374849,177472001,179569153,181666305,183763457,185860609,187957761,190054913,192152065,194249217,196346369,198443521,200540673,202637825,204734977,206832129,208929281
21,2359809,6554113,10748417,14942721,19137025,23331329,27525633,31719937,35914241,40108545,44302849,48497153,52691457,56885761,61080065,65274369,69468673,73662977,77857281,82051585,86245889,90440193,94634497,98828801,103023105,107217409,111411713,115606017,119800321,123994625,128188929,132383233,136577537,140771841,144966145,149160449,153354753,157549057,161743361,165937665,170131969,174326273,178520577,182714881,186909185,191103489,195297793,199492097,203686401,207880705,212075009,216269313,220463617,224657921,228852225,233046529,237240833,241435137,245629441,249823745,254018049,258212353,262406657,266600961,270795265,274989569,279183873,283378177,287572481,291766785,295961089,300155393,304349697,308544001,312738305,316932609,321126913,325321217,329515521,333709825,337904129,342098433,346292737,350487041,354681345,358875649,363069953,367264257,371458561,375652865,379847169,384041473,388235777,392430081,396624385,400818689,405012993,409207297,413401601,417595905
22,4456961,12845569,21234177,29622785,38011393,46400001,54788609,63177217,71565825,79954433,88343041,96731649,105120257,113508865,121897473,130286081,138674689,147063297,155451905,163840513,172229121,180617729,189006337,197394945,205783553,214172161,222560769,230949377,239337985,247726593,256115201,264503809,272892417,281281025,289669633,298058241,306446849,314835457,323224065,331612673,340001281,348389889,356778497,365167105,373555713,381944321,390332929,398721537,407110145,415498753,423887361,432275969,440664577,449053185,457441793,465830401,474219009,482607617,490996225,499384833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8651265,25428481,42205697,58982913,75760129,92537345,109314561,126091777,142868993,159646209,176423425,193200641,209977857,226755073,243532289,260309505,277086721,293863937,310641153,327418369,344195585,360972801,377750017,394527233,411304449,428081665,444858881,461636097,478413313,495190529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,17039873,50594305,84148737,117703169,151257601,184812033,218366465,251920897,285475329,319029761,352584193,386138625,419693057,453247489,486801921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,33817089,100925953,168034817,235143681,302252545,369361409,436470273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,67371521,201589249,335806977,470024705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,262657,268698113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,402915841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,134480385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
