r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
14,32203,64971,97739,130507,163275,196043,228811,261579,294347,327115,359883,392651,425419,458187,490955,523723,556491,589259,622027,654795,687563,720331,753099,785867,818635,851403,884171,916939,949707,982475,1015243,1048011,1080779,1113547,1146315,1179083,1211851,1244619,1277387,1310155,1342923,1375691,1408459,1441227,1473995,1506763,1539531,1572299,1605067,1637835,1670603,1703371,1736139,1768907,1801675,1834443,1867211,1899979,1932747,1965515,1998283,2031051,2063819,2096587,2129355,2162123,2194891,2227659,2260427,2293195,2325963,2358731,2391499,2424267,2457035,2489803,2522571,2555339,2588107,2620875,2653643,2686411,2719179,2751947,2784715,2817483,2850251,2883019,2915787,2948555,2981323,3014091,3046859,3079627,3112395,3145163,3177931,3210699,3243467,3276235
15,48587,114123,179659,245195,310731,376267,441803,507339,572875,638411,703947,769483,835019,900555,966091,1031627,1097163,1162699,1228235,1293771,1359307,1424843,1490379,1555915,1621451,1686987,1752523,1818059,1883595,1949131,2014667,2080203,2145739,2211275,2276811,2342347,2407883,2473419,2538955,2604491,2670027,2735563,2801099,2866635,2932171,2997707,3063243,3128779,3194315,3259851,3325387,3390923,3456459,3521995,3587531,3653067,3718603,3784139,3849675,3915211,3980747,4046283,4111819,4177355,4242891,4308427,4373963,4439499,4505035,4570571,4636107,4701643,4767179,4832715,4898251,4963787,5029323,5094859,5160395,5225931,5291467,5357003,5422539,5488075,5553611,5619147,5684683,5750219,5815755,5881291,5946827,6012363,6077899,6143435,6208971,6274507,6340043,6405579,6471115,6536651
16,15819,146891,277963,409035,540107,671179,802251,933323,1064395,1195467,1326539,1457611,1588683,1719755,1850827,1981899,2112971,2244043,2375115,2506187,2637259,2768331,2899403,3030475,3161547,3292619,3423691,3554763,3685835,3816907,3947979,4079051,4210123,4341195,4472267,4603339,4734411,4865483,4996555,5127627,5258699,5389771,5520843,5651915,5782987,5914059,6045131,6176203,6307275,6438347,6569419,6700491,6831563,6962635,7093707,7224779,7355851,7486923,7617995,7749067,7880139,8011211,8142283,8273355,8404427,8535499,8666571,8797643,8928715,9059787,9190859,9321931,9453003,9584075,9715147,9846219,9977291,,,,,,,,,,,,,,,,,,,,,,,
17,212427,474571,736715,998859,1261003,1523147,1785291,2047435,2309579,2571723,2833867,3096011,3358155,3620299,3882443,4144587,4406731,4668875,4931019,5193163,5455307,5717451,5979595,6241739,6503883,6766027,7028171,7290315,7552459,7814603,8076747,8338891,8601035,8863179,9125323,9387467,9649611,9911755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,81355,605643,1129931,1654219,2178507,2702795,3227083,3751371,4275659,4799947,5324235,5848523,6372811,6897099,7421387,7945675,8469963,8994251,9518539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,343499,1392075,2440651,3489227,4537803,5586379,6634955,7683531,8732107,9780683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1916363,4013515,6110667,8207819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2964939,7159243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5062091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,867787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,9256395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
