r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,1807,5903,9999,14095,18191,22287,26383,30479,34575,38671,42767,46863,50959,55055,59151,63247,67343,71439,75535,79631,83727,87823,91919,96015,100111,104207,108303,112399,116495,120591,124687,128783,132879,136975,141071,145167,149263,153359,157455,161551,165647,169743,173839,177935,182031,186127,190223,194319,198415,202511,206607,210703,214799,218895,222991,227087,231183,235279,239375,243471,247567,251663,255759,259855,263951,268047,272143,276239,280335,284431,288527,292623,296719,300815,304911,309007,313103,317199,321295,325391,329487,333583,337679,341775,345871,349967,354063,358159,362255,366351,370447,374543,378639,382735,386831,390927,395023,399119,403215,407311
12,7951,16143,24335,32527,40719,48911,57103,65295,73487,81679,89871,98063,106255,114447,122639,130831,139023,147215,155407,163599,171791,179983,188175,196367,204559,212751,220943,229135,237327,245519,253711,261903,270095,278287,286479,294671,302863,311055,319247,327439,335631,343823,352015,360207,368399,376591,384783,392975,401167,409359,417551,425743,433935,442127,450319,458511,466703,474895,483087,491279,499471,507663,515855,524047,532239,540431,548623,556815,565007,573199,581391,589583,597775,605967,614159,622351,630543,638735,646927,655119,663311,671503,679695,687887,696079,704271,712463,720655,728847,737039,745231,753423,761615,769807,777999,786191,794383,802575,810767,818959
13,12047,28431,44815,61199,77583,93967,110351,126735,143119,159503,175887,192271,208655,225039,241423,257807,274191,290575,306959,323343,339727,356111,372495,388879,405263,421647,438031,454415,470799,487183,503567,519951,536335,552719,569103,585487,601871,618255,634639,651023,667407,683791,700175,716559,732943,749327,765711,782095,798479,814863,831247,847631,864015,880399,896783,913167,929551,945935,962319,978703,995087,1011471,1027855,1044239,1060623,1077007,1093391,1109775,1126159,1142543,1158927,1175311,1191695,1208079,1224463,1240847,1257231,1273615,1289999,1306383,1322767,1339151,1355535,1371919,1388303,1404687,1421071,1437455,1453839,1470223,1486607,1502991,1519375,1535759,1552143,1568527,1584911,1601295,1617679,1634063
14,20239,53007,85775,118543,151311,184079,216847,249615,282383,315151,347919,380687,413455,446223,478991,511759,544527,577295,610063,642831,675599,708367,741135,773903,806671,839439,872207,904975,937743,970511,1003279,1036047,1068815,1101583,1134351,1167119,1199887,1232655,1265423,1298191,1330959,1363727,1396495,1429263,1462031,1494799,1527567,1560335,1593103,1625871,1658639,1691407,1724175,1756943,1789711,1822479,1855247,1888015,1920783,1953551,1986319,2019087,2051855,2084623,2117391,2150159,2182927,2215695,2248463,2281231,2313999,2346767,2379535,2412303,2445071,2477839,2510607,2543375,2576143,2608911,2641679,2674447,2707215,2739983,2772751,2805519,2838287,2871055,2903823,2936591,2969359,3002127,3034895,3067663,3100431,3133199,3165967,3198735,3231503,3264271
15,36623,102159,167695,233231,298767,364303,429839,495375,560911,626447,691983,757519,823055,888591,954127,1019663,1085199,1150735,1216271,1281807,1347343,1412879,1478415,1543951,1609487,1675023,1740559,1806095,1871631,1937167,2002703,2068239,2133775,2199311,2264847,2330383,2395919,2461455,2526991,2592527,2658063,2723599,2789135,2854671,2920207,2985743,3051279,3116815,3182351,3247887,3313423,3378959,3444495,3510031,3575567,3641103,3706639,3772175,3837711,3903247,3968783,4034319,4099855,4165391,4230927,4296463,4361999,4427535,4493071,4558607,4624143,4689679,4755215,4820751,4886287,4951823,5017359,5082895,5148431,5213967,5279503,5345039,5410575,5476111,5541647,5607183,5672719,5738255,5803791,5869327,5934863,6000399,6065935,6131471,6197007,6262543,6328079,6393615,6459151,6524687
16,3855,134927,265999,397071,528143,659215,790287,921359,1052431,1183503,1314575,1445647,1576719,1707791,1838863,1969935,2101007,2232079,2363151,2494223,2625295,2756367,2887439,3018511,3149583,3280655,3411727,3542799,3673871,3804943,3936015,4067087,4198159,4329231,4460303,4591375,4722447,4853519,4984591,5115663,5246735,5377807,5508879,5639951,5771023,5902095,6033167,6164239,6295311,6426383,6557455,6688527,6819599,6950671,7081743,7212815,7343887,7474959,7606031,7737103,7868175,7999247,8130319,8261391,8392463,8523535,8654607,8785679,8916751,9047823,9178895,9309967,9441039,9572111,9703183,9834255,9965327,10096399,10227471,10358543,10489615,10620687,10751759,10882831,11013903,11144975,11276047,11407119,11538191,11669263,11800335,11931407,12062479,12193551,12324623,12455695,12586767,12717839,12848911,12979983
17,69391,331535,593679,855823,1117967,1380111,1642255,1904399,2166543,2428687,2690831,2952975,3215119,3477263,3739407,4001551,4263695,4525839,4787983,5050127,5312271,5574415,5836559,6098703,6360847,6622991,6885135,7147279,7409423,7671567,7933711,8195855,8457999,8720143,8982287,9244431,9506575,9768719,10030863,10293007,10555151,10817295,11079439,11341583,11603727,11865871,12128015,12390159,12652303,12914447,13176591,13438735,13700879,13963023,14225167,14487311,14749455,15011599,15273743,15535887,15798031,16060175,16322319,16584463,16846607,17108751,17370895,17633039,17895183,18157327,18419471,18681615,18943759,19205903,19468047,19730191,19992335,20254479,20516623,20778767,21040911,21303055,21565199,21827343,22089487,22351631,22613775,22875919,23138063,23400207,23662351,23924495,24186639,24448783,24710927,24973071,25235215,25497359,25759503,26021647
18,200463,724751,1249039,1773327,2297615,2821903,3346191,3870479,4394767,4919055,5443343,5967631,6491919,7016207,7540495,8064783,8589071,9113359,9637647,10161935,10686223,11210511,11734799,12259087,12783375,13307663,13831951,14356239,14880527,15404815,15929103,16453391,16977679,17501967,18026255,18550543,19074831,19599119,20123407,20647695,21171983,21696271,22220559,22744847,23269135,23793423,24317711,24841999,25366287,25890575,26414863,26939151,27463439,27987727,28512015,29036303,29560591,30084879,30609167,31133455,31657743,32182031,32706319,33230607,33754895,34279183,34803471,35327759,35852047,36376335,36900623,37424911,37949199,38473487,38997775,39522063,40046351,40570639,41094927,41619215,42143503,42667791,43192079,43716367,44240655,44764943,45289231,45813519,46337807,46862095,47386383,47910671,48434959,48959247,49483535,50007823,50532111,51056399,51580687,52104975
19,462607,1511183,2559759,3608335,4656911,5705487,6754063,7802639,8851215,9899791,10948367,11996943,13045519,14094095,15142671,16191247,17239823,18288399,19336975,20385551,21434127,22482703,23531279,24579855,25628431,26677007,27725583,28774159,29822735,30871311,31919887,32968463,34017039,35065615,36114191,37162767,38211343,39259919,40308495,41357071,42405647,43454223,44502799,45551375,46599951,47648527,48697103,49745679,50794255,51842831,52891407,53939983,54988559,56037135,57085711,58134287,59182863,60231439,61280015,62328591,63377167,64425743,65474319,66522895,67571471,68620047,69668623,70717199,71765775,72814351,73862927,74911503,75960079,77008655,78057231,79105807,80154383,81202959,82251535,83300111,84348687,85397263,86445839,87494415,88542991,89591567,90640143,91688719,92737295,93785871,94834447,95883023,96931599,97980175,99028751,,,,,
20,2035471,4132623,6229775,8326927,10424079,12521231,14618383,16715535,18812687,20909839,23006991,25104143,27201295,29298447,31395599,33492751,35589903,37687055,39784207,41881359,43978511,46075663,48172815,50269967,52367119,54464271,56561423,58658575,60755727,62852879,64950031,67047183,69144335,71241487,73338639,75435791,77532943,79630095,81727247,83824399,85921551,88018703,90115855,92213007,94310159,96407311,98504463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3084047,7278351,11472655,15666959,19861263,24055567,28249871,32444175,36638479,40832783,45027087,49221391,53415695,57609999,61804303,65998607,70192911,74387215,78581519,82775823,86970127,91164431,95358735,99553039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5181199,13569807,21958415,30347023,38735631,47124239,55512847,63901455,72290063,80678671,89067279,97455887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9375503,26152719,42929935,59707151,76484367,93261583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,986895,34541327,68095759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,17764111,84872975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,51318543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
