r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3073,7169,11265,15361,19457,23553,27649,31745,35841,39937,44033,48129,52225,56321,60417,64513,68609,72705,76801,80897,84993,89089,93185,97281,101377,105473,109569,113665,117761,121857,125953,130049,134145,138241,142337,146433,150529,154625,158721,162817,166913,171009,175105,179201,183297,187393,191489,195585,199681,203777,207873,211969,216065,220161,224257,228353,232449,236545,240641,244737,248833,252929,257025,261121,265217,269313,273409,277505,281601,285697,289793,293889,297985,302081,306177,310273,314369,318465,322561,326657,330753,334849,338945,343041,347137,351233,355329,359425,363521,367617,371713,375809,379905,384001,388097,392193,396289,400385,404481,408577
12,5121,13313,21505,29697,37889,46081,54273,62465,70657,78849,87041,95233,103425,111617,119809,128001,136193,144385,152577,160769,168961,177153,185345,193537,201729,209921,218113,226305,234497,242689,250881,259073,267265,275457,283649,291841,300033,308225,316417,324609,332801,340993,349185,357377,365569,373761,381953,390145,398337,406529,414721,422913,431105,439297,447489,455681,463873,472065,480257,488449,496641,504833,513025,521217,529409,537601,545793,553985,562177,570369,578561,586753,594945,603137,611329,619521,627713,635905,644097,652289,660481,668673,676865,685057,693249,701441,709633,717825,726017,734209,742401,750593,758785,766977,775169,783361,791553,799745,807937,816129
13,9217,25601,41985,58369,74753,91137,107521,123905,140289,156673,173057,189441,205825,222209,238593,254977,271361,287745,304129,320513,336897,353281,369665,386049,402433,418817,435201,451585,467969,484353,500737,517121,533505,549889,566273,582657,599041,615425,631809,648193,664577,680961,697345,713729,730113,746497,762881,779265,795649,812033,828417,844801,861185,877569,893953,910337,926721,943105,959489,975873,992257,1008641,1025025,1041409,1057793,1074177,1090561,1106945,1123329,1139713,1156097,1172481,1188865,1205249,1221633,1238017,1254401,1270785,1287169,1303553,1319937,1336321,1352705,1369089,1385473,1401857,1418241,1434625,1451009,1467393,1483777,1500161,1516545,1532929,1549313,1565697,1582081,1598465,1614849,1631233
14,17409,50177,82945,115713,148481,181249,214017,246785,279553,312321,345089,377857,410625,443393,476161,508929,541697,574465,607233,640001,672769,705537,738305,771073,803841,836609,869377,902145,934913,967681,1000449,1033217,1065985,1098753,1131521,1164289,1197057,1229825,1262593,1295361,1328129,1360897,1393665,1426433,1459201,1491969,1524737,1557505,1590273,1623041,1655809,1688577,1721345,1754113,1786881,1819649,1852417,1885185,1917953,1950721,1983489,2016257,2049025,2081793,2114561,2147329,2180097,2212865,2245633,2278401,2311169,2343937,2376705,2409473,2442241,2475009,2507777,2540545,2573313,2606081,2638849,2671617,2704385,2737153,2769921,2802689,2835457,2868225,2900993,2933761,2966529,2999297,3032065,3064833,3097601,3130369,3163137,3195905,3228673,3261441
15,33793,99329,164865,230401,295937,361473,427009,492545,558081,623617,689153,754689,820225,885761,951297,1016833,1082369,1147905,1213441,1278977,1344513,1410049,1475585,1541121,1606657,1672193,1737729,1803265,1868801,1934337,1999873,2065409,2130945,2196481,2262017,2327553,2393089,2458625,2524161,2589697,2655233,2720769,2786305,2851841,2917377,2982913,3048449,3113985,3179521,3245057,3310593,3376129,3441665,3507201,3572737,3638273,3703809,3769345,3834881,3900417,3965953,4031489,4097025,4162561,4228097,4293633,4359169,4424705,4490241,4555777,4621313,4686849,4752385,4817921,4883457,4948993,5014529,5080065,5145601,5211137,5276673,5342209,5407745,5473281,5538817,5604353,5669889,5735425,5800961,5866497,5932033,5997569,6063105,6128641,6194177,6259713,6325249,6390785,6456321,6521857
16,66561,197633,328705,459777,590849,721921,852993,984065,1115137,1246209,1377281,1508353,1639425,1770497,1901569,2032641,2163713,2294785,2425857,2556929,2688001,2819073,2950145,3081217,3212289,3343361,3474433,3605505,3736577,3867649,3998721,4129793,4260865,4391937,4523009,4654081,4785153,4916225,5047297,5178369,5309441,5440513,5571585,5702657,5833729,5964801,6095873,6226945,6358017,6489089,6620161,6751233,6882305,7013377,7144449,7275521,7406593,7537665,7668737,7799809,7930881,8061953,8193025,8324097,8455169,8586241,8717313,8848385,8979457,9110529,9241601,9372673,9503745,9634817,9765889,9896961,10028033,10159105,10290177,10421249,10552321,10683393,10814465,10945537,11076609,11207681,11338753,11469825,11600897,11731969,11863041,11994113,12125185,12256257,12387329,12518401,12649473,12780545,12911617,13042689
17,132097,394241,656385,918529,1180673,1442817,1704961,1967105,2229249,2491393,2753537,3015681,3277825,3539969,3802113,4064257,4326401,4588545,4850689,5112833,5374977,5637121,5899265,6161409,6423553,6685697,6947841,7209985,7472129,7734273,7996417,8258561,8520705,8782849,9044993,9307137,9569281,9831425,10093569,10355713,10617857,10880001,11142145,11404289,11666433,11928577,12190721,12452865,12715009,12977153,13239297,13501441,13763585,14025729,14287873,14550017,14812161,15074305,15336449,15598593,15860737,16122881,16385025,16647169,16909313,17171457,17433601,17695745,17957889,18220033,18482177,18744321,19006465,19268609,19530753,19792897,20055041,20317185,20579329,20841473,21103617,21365761,21627905,21890049,22152193,22414337,22676481,22938625,23200769,23462913,23725057,23987201,24249345,24511489,24773633,25035777,25297921,25560065,25822209,26084353
18,263169,787457,1311745,1836033,2360321,2884609,3408897,3933185,4457473,4981761,5506049,6030337,6554625,7078913,7603201,8127489,8651777,9176065,9700353,10224641,10748929,11273217,11797505,12321793,12846081,13370369,13894657,14418945,14943233,15467521,15991809,16516097,17040385,17564673,18088961,18613249,19137537,19661825,20186113,20710401,21234689,21758977,22283265,22807553,23331841,23856129,24380417,24904705,25428993,25953281,26477569,27001857,27526145,28050433,28574721,29099009,29623297,30147585,30671873,31196161,31720449,32244737,32769025,33293313,33817601,34341889,34866177,35390465,35914753,36439041,36963329,37487617,38011905,38536193,39060481,39584769,40109057,40633345,41157633,41681921,42206209,42730497,43254785,43779073,44303361,44827649,45351937,45876225,46400513,46924801,47449089,47973377,48497665,49021953,49546241,50070529,50594817,51119105,51643393,52167681
19,525313,1573889,2622465,3671041,4719617,5768193,6816769,7865345,8913921,9962497,11011073,12059649,13108225,14156801,15205377,16253953,17302529,18351105,19399681,20448257,21496833,22545409,23593985,24642561,25691137,26739713,27788289,28836865,29885441,30934017,31982593,33031169,34079745,35128321,36176897,37225473,38274049,39322625,40371201,41419777,42468353,43516929,44565505,45614081,46662657,47711233,48759809,49808385,50856961,51905537,52954113,54002689,55051265,56099841,57148417,58196993,59245569,60294145,61342721,62391297,63439873,64488449,65537025,66585601,67634177,68682753,69731329,70779905,71828481,72877057,73925633,74974209,76022785,77071361,78119937,79168513,80217089,81265665,82314241,83362817,84411393,85459969,86508545,87557121,88605697,89654273,90702849,91751425,92800001,93848577,94897153,95945729,96994305,98042881,99091457,100140033,101188609,102237185,103285761,104334337
20,1025,2098177,4195329,6292481,8389633,10486785,12583937,14681089,16778241,18875393,20972545,23069697,25166849,27264001,29361153,31458305,33555457,35652609,37749761,39846913,41944065,44041217,46138369,48235521,50332673,52429825,54526977,56624129,58721281,60818433,62915585,65012737,67109889,69207041,71304193,73401345,75498497,77595649,79692801,81789953,83887105,85984257,88081409,90178561,92275713,94372865,96470017,98567169,100664321,102761473,104858625,106955777,109052929,111150081,113247233,115344385,117441537,119538689,121635841,123732993,125830145,127927297,130024449,132121601,134218753,136315905,138413057,140510209,142607361,144704513,146801665,148898817,150995969,153093121,155190273,157287425,159384577,161481729,163578881,165676033,167773185,169870337,171967489,174064641,176161793,178258945,180356097,182453249,184550401,186647553,188744705,190841857,192939009,195036161,197133313,199230465,201327617,203424769,205521921,207619073
21,3146753,7341057,11535361,15729665,19923969,24118273,28312577,32506881,36701185,40895489,45089793,49284097,53478401,57672705,61867009,66061313,70255617,74449921,78644225,82838529,87032833,91227137,95421441,99615745,103810049,108004353,112198657,116392961,120587265,124781569,128975873,133170177,137364481,141558785,145753089,149947393,154141697,158336001,162530305,166724609,170918913,175113217,179307521,183501825,187696129,191890433,196084737,200279041,204473345,208667649,212861953,217056257,221250561,225444865,229639169,233833473,238027777,242222081,246416385,250610689,254804993,258999297,263193601,267387905,271582209,275776513,279970817,284165121,288359425,292553729,296748033,300942337,305136641,309330945,313525249,317719553,321913857,326108161,330302465,334496769,338691073,342885377,347079681,351273985,355468289,359662593,363856897,368051201,372245505,376439809,380634113,384828417,389022721,393217025,397411329,401605633,405799937,409994241,414188545,418382849
22,5243905,13632513,22021121,30409729,38798337,47186945,55575553,63964161,72352769,80741377,89129985,97518593,105907201,114295809,122684417,131073025,139461633,147850241,156238849,164627457,173016065,181404673,189793281,198181889,206570497,214959105,223347713,231736321,240124929,248513537,256902145,265290753,273679361,282067969,290456577,298845185,307233793,315622401,324011009,332399617,340788225,349176833,357565441,365954049,374342657,382731265,391119873,399508481,407897089,416285697,424674305,433062913,441451521,449840129,458228737,466617345,475005953,483394561,491783169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9438209,26215425,42992641,59769857,76547073,93324289,110101505,126878721,143655937,160433153,177210369,193987585,210764801,227542017,244319233,261096449,277873665,294650881,311428097,328205313,344982529,361759745,378536961,395314177,412091393,428868609,445645825,462423041,479200257,495977473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,17826817,51381249,84935681,118490113,152044545,185598977,219153409,252707841,286262273,319816705,353371137,386925569,420480001,454034433,487588865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,34604033,101712897,168821761,235930625,303039489,370148353,437257217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,68158465,202376193,336593921,470811649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,135267329,403702785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,269485057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1049601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
