r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3333,7429,11525,15621,19717,23813,27909,32005,36101,40197,44293,48389,52485,56581,60677,64773,68869,72965,77061,81157,85253,89349,93445,97541,101637,105733,109829,113925,118021,122117,126213,130309,134405,138501,142597,146693,150789,154885,158981,163077,167173,171269,175365,179461,183557,187653,191749,195845,199941,204037,208133,212229,216325,220421,224517,228613,232709,236805,240901,244997,249093,253189,257285,261381,265477,269573,273669,277765,281861,285957,290053,294149,298245,302341,306437,310533,314629,318725,322821,326917,331013,335109,339205,343301,347397,351493,355589,359685,363781,367877,371973,376069,380165,384261,388357,392453,396549,400645,404741,408837
12,5381,13573,21765,29957,38149,46341,54533,62725,70917,79109,87301,95493,103685,111877,120069,128261,136453,144645,152837,161029,169221,177413,185605,193797,201989,210181,218373,226565,234757,242949,251141,259333,267525,275717,283909,292101,300293,308485,316677,324869,333061,341253,349445,357637,365829,374021,382213,390405,398597,406789,414981,423173,431365,439557,447749,455941,464133,472325,480517,488709,496901,505093,513285,521477,529669,537861,546053,554245,562437,570629,578821,587013,595205,603397,611589,619781,627973,636165,644357,652549,660741,668933,677125,685317,693509,701701,709893,718085,726277,734469,742661,750853,759045,767237,775429,783621,791813,800005,808197,816389
13,9477,25861,42245,58629,75013,91397,107781,124165,140549,156933,173317,189701,206085,222469,238853,255237,271621,288005,304389,320773,337157,353541,369925,386309,402693,419077,435461,451845,468229,484613,500997,517381,533765,550149,566533,582917,599301,615685,632069,648453,664837,681221,697605,713989,730373,746757,763141,779525,795909,812293,828677,845061,861445,877829,894213,910597,926981,943365,959749,976133,992517,1008901,1025285,1041669,1058053,1074437,1090821,1107205,1123589,1139973,1156357,1172741,1189125,1205509,1221893,1238277,1254661,1271045,1287429,1303813,1320197,1336581,1352965,1369349,1385733,1402117,1418501,1434885,1451269,1467653,1484037,1500421,1516805,1533189,1549573,1565957,1582341,1598725,1615109,1631493
14,17669,50437,83205,115973,148741,181509,214277,247045,279813,312581,345349,378117,410885,443653,476421,509189,541957,574725,607493,640261,673029,705797,738565,771333,804101,836869,869637,902405,935173,967941,1000709,1033477,1066245,1099013,1131781,1164549,1197317,1230085,1262853,1295621,1328389,1361157,1393925,1426693,1459461,1492229,1524997,1557765,1590533,1623301,1656069,1688837,1721605,1754373,1787141,1819909,1852677,1885445,1918213,1950981,1983749,2016517,2049285,2082053,2114821,2147589,2180357,2213125,2245893,2278661,2311429,2344197,2376965,2409733,2442501,2475269,2508037,2540805,2573573,2606341,2639109,2671877,2704645,2737413,2770181,2802949,2835717,2868485,2901253,2934021,2966789,2999557,3032325,3065093,3097861,3130629,3163397,3196165,3228933,3261701
15,34053,99589,165125,230661,296197,361733,427269,492805,558341,623877,689413,754949,820485,886021,951557,1017093,1082629,1148165,1213701,1279237,1344773,1410309,1475845,1541381,1606917,1672453,1737989,1803525,1869061,1934597,2000133,2065669,2131205,2196741,2262277,2327813,2393349,2458885,2524421,2589957,2655493,2721029,2786565,2852101,2917637,2983173,3048709,3114245,3179781,3245317,3310853,3376389,3441925,3507461,3572997,3638533,3704069,3769605,3835141,3900677,3966213,4031749,4097285,4162821,4228357,4293893,4359429,4424965,4490501,4556037,4621573,4687109,4752645,4818181,4883717,4949253,5014789,5080325,5145861,5211397,5276933,5342469,5408005,5473541,5539077,5604613,5670149,5735685,5801221,5866757,5932293,5997829,6063365,6128901,6194437,6259973,6325509,6391045,6456581,6522117
16,1285,132357,263429,394501,525573,656645,787717,918789,1049861,1180933,1312005,1443077,1574149,1705221,1836293,1967365,2098437,2229509,2360581,2491653,2622725,2753797,2884869,3015941,3147013,3278085,3409157,3540229,3671301,3802373,3933445,4064517,4195589,4326661,4457733,4588805,4719877,4850949,4982021,5113093,5244165,5375237,5506309,5637381,5768453,5899525,6030597,6161669,6292741,6423813,6554885,6685957,6817029,6948101,7079173,7210245,7341317,7472389,7603461,7734533,7865605,7996677,8127749,8258821,8389893,8520965,8652037,8783109,8914181,9045253,9176325,9307397,9438469,9569541,9700613,9831685,9962757,10093829,10224901,10355973,10487045,10618117,10749189,10880261,11011333,11142405,11273477,11404549,11535621,11666693,11797765,11928837,12059909,12190981,12322053,12453125,12584197,12715269,12846341,12977413
17,197893,460037,722181,984325,1246469,1508613,1770757,2032901,2295045,2557189,2819333,3081477,3343621,3605765,3867909,4130053,4392197,4654341,4916485,5178629,5440773,5702917,5965061,6227205,6489349,6751493,7013637,7275781,7537925,7800069,8062213,8324357,8586501,8848645,9110789,9372933,9635077,9897221,10159365,10421509,10683653,10945797,11207941,11470085,11732229,11994373,12256517,12518661,12780805,13042949,13305093,13567237,13829381,14091525,14353669,14615813,14877957,15140101,15402245,15664389,15926533,16188677,16450821,16712965,16975109,17237253,17499397,17761541,18023685,18285829,18547973,18810117,19072261,19334405,19596549,19858693,20120837,20382981,20645125,20907269,21169413,21431557,21693701,21955845,22217989,22480133,22742277,23004421,23266565,23528709,23790853,24052997,24315141,24577285,24839429,25101573,25363717,25625861,25888005,26150149
18,66821,591109,1115397,1639685,2163973,2688261,3212549,3736837,4261125,4785413,5309701,5833989,6358277,6882565,7406853,7931141,8455429,8979717,9504005,10028293,10552581,11076869,11601157,12125445,12649733,13174021,13698309,14222597,14746885,15271173,15795461,16319749,16844037,17368325,17892613,18416901,18941189,19465477,19989765,20514053,21038341,21562629,22086917,22611205,23135493,23659781,24184069,24708357,25232645,25756933,26281221,26805509,27329797,27854085,28378373,28902661,29426949,29951237,30475525,30999813,31524101,32048389,32572677,33096965,33621253,34145541,34669829,35194117,35718405,36242693,36766981,37291269,37815557,38339845,38864133,39388421,39912709,40436997,40961285,41485573,42009861,42534149,43058437,43582725,44107013,44631301,45155589,45679877,46204165,46728453,47252741,47777029,48301317,48825605,49349893,49874181,50398469,50922757,51447045,51971333
19,853253,1901829,2950405,3998981,5047557,6096133,7144709,8193285,9241861,10290437,11339013,12387589,13436165,14484741,15533317,16581893,17630469,18679045,19727621,20776197,21824773,22873349,23921925,24970501,26019077,27067653,28116229,29164805,30213381,31261957,32310533,33359109,34407685,35456261,36504837,37553413,38601989,39650565,40699141,41747717,42796293,43844869,44893445,45942021,46990597,48039173,49087749,50136325,51184901,52233477,53282053,54330629,55379205,56427781,57476357,58524933,59573509,60622085,61670661,62719237,63767813,64816389,65864965,66913541,67962117,69010693,70059269,71107845,72156421,73204997,74253573,75302149,76350725,77399301,78447877,79496453,80545029,81593605,82642181,83690757,84739333,85787909,86836485,87885061,88933637,89982213,91030789,92079365,93127941,94176517,95225093,96273669,97322245,98370821,99419397,,,,,
20,1377541,3474693,5571845,7668997,9766149,11863301,13960453,16057605,18154757,20251909,22349061,24446213,26543365,28640517,30737669,32834821,34931973,37029125,39126277,41223429,43320581,45417733,47514885,49612037,51709189,53806341,55903493,58000645,60097797,62194949,64292101,66389253,68486405,70583557,72680709,74777861,76875013,78972165,81069317,83166469,85263621,87360773,89457925,91555077,93652229,95749381,97846533,99943685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2426117,6620421,10814725,15009029,19203333,23397637,27591941,31786245,35980549,40174853,44369157,48563461,52757765,56952069,61146373,65340677,69534981,73729285,77923589,82117893,86312197,90506501,94700805,98895109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4523269,12911877,21300485,29689093,38077701,46466309,54854917,63243525,71632133,80020741,88409349,96797957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8717573,25494789,42272005,59049221,75826437,92603653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,328965,33883397,67437829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,50660613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,17106181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,84215045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
