r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3031,7127,11223,15319,19415,23511,27607,31703,35799,39895,43991,48087,52183,56279,60375,64471,68567,72663,76759,80855,84951,89047,93143,97239,101335,105431,109527,113623,117719,121815,125911,130007,134103,138199,142295,146391,150487,154583,158679,162775,166871,170967,175063,179159,183255,187351,191447,195543,199639,203735,207831,211927,216023,220119,224215,228311,232407,236503,240599,244695,248791,252887,256983,261079,265175,269271,273367,277463,281559,285655,289751,293847,297943,302039,306135,310231,314327,318423,322519,326615,330711,334807,338903,342999,347095,351191,355287,359383,363479,367575,371671,375767,379863,383959,388055,392151,396247,400343,404439,408535
12,5079,13271,21463,29655,37847,46039,54231,62423,70615,78807,86999,95191,103383,111575,119767,127959,136151,144343,152535,160727,168919,177111,185303,193495,201687,209879,218071,226263,234455,242647,250839,259031,267223,275415,283607,291799,299991,308183,316375,324567,332759,340951,349143,357335,365527,373719,381911,390103,398295,406487,414679,422871,431063,439255,447447,455639,463831,472023,480215,488407,496599,504791,512983,521175,529367,537559,545751,553943,562135,570327,578519,586711,594903,603095,611287,619479,627671,635863,644055,652247,660439,668631,676823,685015,693207,701399,709591,717783,725975,734167,742359,750551,758743,766935,775127,783319,791511,799703,807895,816087
13,983,17367,33751,50135,66519,82903,99287,115671,132055,148439,164823,181207,197591,213975,230359,246743,263127,279511,295895,312279,328663,345047,361431,377815,394199,410583,426967,443351,459735,476119,492503,508887,525271,541655,558039,574423,590807,607191,623575,639959,656343,672727,689111,705495,721879,738263,754647,771031,787415,803799,820183,836567,852951,869335,885719,902103,918487,934871,951255,967639,984023,1000407,1016791,1033175,1049559,1065943,1082327,1098711,1115095,1131479,1147863,1164247,1180631,1197015,1213399,1229783,1246167,1262551,1278935,1295319,1311703,1328087,1344471,1360855,1377239,1393623,1410007,1426391,1442775,1459159,1475543,1491927,1508311,1524695,1541079,1557463,1573847,1590231,1606615,1622999
14,25559,58327,91095,123863,156631,189399,222167,254935,287703,320471,353239,386007,418775,451543,484311,517079,549847,582615,615383,648151,680919,713687,746455,779223,811991,844759,877527,910295,943063,975831,1008599,1041367,1074135,1106903,1139671,1172439,1205207,1237975,1270743,1303511,1336279,1369047,1401815,1434583,1467351,1500119,1532887,1565655,1598423,1631191,1663959,1696727,1729495,1762263,1795031,1827799,1860567,1893335,1926103,1958871,1991639,2024407,2057175,2089943,2122711,2155479,2188247,2221015,2253783,2286551,2319319,2352087,2384855,2417623,2450391,2483159,2515927,2548695,2581463,2614231,2646999,2679767,2712535,2745303,2778071,2810839,2843607,2876375,2909143,2941911,2974679,3007447,3040215,3072983,3105751,3138519,3171287,3204055,3236823,3269591
15,9175,74711,140247,205783,271319,336855,402391,467927,533463,598999,664535,730071,795607,861143,926679,992215,1057751,1123287,1188823,1254359,1319895,1385431,1450967,1516503,1582039,1647575,1713111,1778647,1844183,1909719,1975255,2040791,2106327,2171863,2237399,2302935,2368471,2434007,2499543,2565079,2630615,2696151,2761687,2827223,2892759,2958295,3023831,3089367,3154903,3220439,3285975,3351511,3417047,3482583,3548119,3613655,3679191,3744727,3810263,3875799,3941335,4006871,4072407,4137943,4203479,4269015,4334551,4400087,4465623,4531159,4596695,4662231,4727767,4793303,4858839,4924375,4989911,5055447,5120983,5186519,5252055,5317591,5383127,5448663,5514199,5579735,5645271,5710807,5776343,5841879,5907415,5972951,6038487,6104023,6169559,6235095,6300631,6366167,6431703,6497239
16,107479,238551,369623,500695,631767,762839,893911,1024983,1156055,1287127,1418199,1549271,1680343,1811415,1942487,2073559,2204631,2335703,2466775,2597847,2728919,2859991,2991063,3122135,3253207,3384279,3515351,3646423,3777495,3908567,4039639,4170711,4301783,4432855,4563927,4694999,4826071,4957143,5088215,5219287,5350359,5481431,5612503,5743575,5874647,6005719,6136791,6267863,6398935,6530007,6661079,6792151,6923223,7054295,7185367,7316439,7447511,7578583,7709655,7840727,7971799,8102871,8233943,8365015,8496087,8627159,8758231,8889303,9020375,9151447,9282519,9413591,9544663,9675735,9806807,9937879,10068951,10200023,10331095,10462167,10593239,10724311,10855383,10986455,11117527,11248599,11379671,11510743,11641815,11772887,11903959,12035031,12166103,12297175,12428247,12559319,12690391,12821463,12952535,13083607
17,173015,435159,697303,959447,1221591,1483735,1745879,2008023,2270167,2532311,2794455,3056599,3318743,3580887,3843031,4105175,4367319,4629463,4891607,5153751,5415895,5678039,5940183,6202327,6464471,6726615,6988759,7250903,7513047,7775191,8037335,8299479,8561623,8823767,9085911,9348055,9610199,9872343,10134487,10396631,10658775,10920919,11183063,11445207,11707351,11969495,12231639,12493783,12755927,13018071,13280215,13542359,13804503,14066647,14328791,14590935,14853079,15115223,15377367,15639511,15901655,16163799,16425943,16688087,16950231,17212375,17474519,17736663,17998807,18260951,18523095,18785239,19047383,19309527,19571671,19833815,20095959,20358103,20620247,20882391,21144535,21406679,21668823,21930967,22193111,22455255,22717399,22979543,23241687,23503831,23765975,24028119,24290263,24552407,24814551,25076695,25338839,25600983,25863127,26125271
18,304087,828375,1352663,1876951,2401239,2925527,3449815,3974103,4498391,5022679,5546967,6071255,6595543,7119831,7644119,8168407,8692695,9216983,9741271,10265559,10789847,11314135,11838423,12362711,12886999,13411287,13935575,14459863,14984151,15508439,16032727,16557015,17081303,17605591,18129879,18654167,19178455,19702743,20227031,20751319,21275607,21799895,22324183,22848471,23372759,23897047,24421335,24945623,25469911,25994199,26518487,27042775,27567063,28091351,28615639,29139927,29664215,30188503,30712791,31237079,31761367,32285655,32809943,33334231,33858519,34382807,34907095,35431383,35955671,36479959,37004247,37528535,38052823,38577111,39101399,39625687,40149975,40674263,41198551,41722839,42247127,42771415,43295703,43819991,44344279,44868567,45392855,45917143,46441431,46965719,47490007,48014295,48538583,49062871,49587159,50111447,50635735,51160023,51684311,52208599
19,566231,1614807,2663383,3711959,4760535,5809111,6857687,7906263,8954839,10003415,11051991,12100567,13149143,14197719,15246295,16294871,17343447,18392023,19440599,20489175,21537751,22586327,23634903,24683479,25732055,26780631,27829207,28877783,29926359,30974935,32023511,33072087,34120663,35169239,36217815,37266391,38314967,39363543,40412119,41460695,42509271,43557847,44606423,45654999,46703575,47752151,48800727,49849303,50897879,51946455,52995031,54043607,55092183,56140759,57189335,58237911,59286487,60335063,61383639,62432215,63480791,64529367,65577943,66626519,67675095,68723671,69772247,70820823,71869399,72917975,73966551,75015127,76063703,77112279,78160855,79209431,80258007,81306583,82355159,83403735,84452311,85500887,86549463,87598039,88646615,89695191,90743767,91792343,92840919,93889495,94938071,95986647,97035223,98083799,99132375,,,,,
20,41943,2139095,4236247,6333399,8430551,10527703,12624855,14722007,16819159,18916311,21013463,23110615,25207767,27304919,29402071,31499223,33596375,35693527,37790679,39887831,41984983,44082135,46179287,48276439,50373591,52470743,54567895,56665047,58762199,60859351,62956503,65053655,67150807,69247959,71345111,73442263,75539415,77636567,79733719,81830871,83928023,86025175,88122327,90219479,92316631,94413783,96510935,98608087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1090519,5284823,9479127,13673431,17867735,22062039,26256343,30450647,34644951,38839255,43033559,47227863,51422167,55616471,59810775,64005079,68199383,72393687,76587991,80782295,84976599,89170903,93365207,97559511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3187671,11576279,19964887,28353495,36742103,45130711,53519319,61907927,70296535,78685143,87073751,95462359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,15770583,32547799,49325015,66102231,82879447,99656663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7381975,40936407,74490839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,57713623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,24159191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,91268055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
