r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2321,6417,10513,14609,18705,22801,26897,30993,35089,39185,43281,47377,51473,55569,59665,63761,67857,71953,76049,80145,84241,88337,92433,96529,100625,104721,108817,112913,117009,121105,125201,129297,133393,137489,141585,145681,149777,153873,157969,162065,166161,170257,174353,178449,182545,186641,190737,194833,198929,203025,207121,211217,215313,219409,223505,227601,231697,235793,239889,243985,248081,252177,256273,260369,264465,268561,272657,276753,280849,284945,289041,293137,297233,301329,305425,309521,313617,317713,321809,325905,330001,334097,338193,342289,346385,350481,354577,358673,362769,366865,370961,375057,379153,383249,387345,391441,395537,399633,403729,407825
12,273,8465,16657,24849,33041,41233,49425,57617,65809,74001,82193,90385,98577,106769,114961,123153,131345,139537,147729,155921,164113,172305,180497,188689,196881,205073,213265,221457,229649,237841,246033,254225,262417,270609,278801,286993,295185,303377,311569,319761,327953,336145,344337,352529,360721,368913,377105,385297,393489,401681,409873,418065,426257,434449,442641,450833,459025,467217,475409,483601,491793,499985,508177,516369,524561,532753,540945,549137,557329,565521,573713,581905,590097,598289,606481,614673,622865,631057,639249,647441,655633,663825,672017,680209,688401,696593,704785,712977,721169,729361,737553,745745,753937,762129,770321,778513,786705,794897,803089,811281
13,12561,28945,45329,61713,78097,94481,110865,127249,143633,160017,176401,192785,209169,225553,241937,258321,274705,291089,307473,323857,340241,356625,373009,389393,405777,422161,438545,454929,471313,487697,504081,520465,536849,553233,569617,586001,602385,618769,635153,651537,667921,684305,700689,717073,733457,749841,766225,782609,798993,815377,831761,848145,864529,880913,897297,913681,930065,946449,962833,979217,995601,1011985,1028369,1044753,1061137,1077521,1093905,1110289,1126673,1143057,1159441,1175825,1192209,1208593,1224977,1241361,1257745,1274129,1290513,1306897,1323281,1339665,1356049,1372433,1388817,1405201,1421585,1437969,1454353,1470737,1487121,1503505,1519889,1536273,1552657,1569041,1585425,1601809,1618193,1634577
14,20753,53521,86289,119057,151825,184593,217361,250129,282897,315665,348433,381201,413969,446737,479505,512273,545041,577809,610577,643345,676113,708881,741649,774417,807185,839953,872721,905489,938257,971025,1003793,1036561,1069329,1102097,1134865,1167633,1200401,1233169,1265937,1298705,1331473,1364241,1397009,1429777,1462545,1495313,1528081,1560849,1593617,1626385,1659153,1691921,1724689,1757457,1790225,1822993,1855761,1888529,1921297,1954065,1986833,2019601,2052369,2085137,2117905,2150673,2183441,2216209,2248977,2281745,2314513,2347281,2380049,2412817,2445585,2478353,2511121,2543889,2576657,2609425,2642193,2674961,2707729,2740497,2773265,2806033,2838801,2871569,2904337,2937105,2969873,3002641,3035409,3068177,3100945,3133713,3166481,3199249,3232017,3264785
15,37137,102673,168209,233745,299281,364817,430353,495889,561425,626961,692497,758033,823569,889105,954641,1020177,1085713,1151249,1216785,1282321,1347857,1413393,1478929,1544465,1610001,1675537,1741073,1806609,1872145,1937681,2003217,2068753,2134289,2199825,2265361,2330897,2396433,2461969,2527505,2593041,2658577,2724113,2789649,2855185,2920721,2986257,3051793,3117329,3182865,3248401,3313937,3379473,3445009,3510545,3576081,3641617,3707153,3772689,3838225,3903761,3969297,4034833,4100369,4165905,4231441,4296977,4362513,4428049,4493585,4559121,4624657,4690193,4755729,4821265,4886801,4952337,5017873,5083409,5148945,5214481,5280017,5345553,5411089,5476625,5542161,5607697,5673233,5738769,5804305,5869841,5935377,6000913,6066449,6131985,6197521,6263057,6328593,6394129,6459665,6525201
16,4369,135441,266513,397585,528657,659729,790801,921873,1052945,1184017,1315089,1446161,1577233,1708305,1839377,1970449,2101521,2232593,2363665,2494737,2625809,2756881,2887953,3019025,3150097,3281169,3412241,3543313,3674385,3805457,3936529,4067601,4198673,4329745,4460817,4591889,4722961,4854033,4985105,5116177,5247249,5378321,5509393,5640465,5771537,5902609,6033681,6164753,6295825,6426897,6557969,6689041,6820113,6951185,7082257,7213329,7344401,7475473,7606545,7737617,7868689,7999761,8130833,8261905,8392977,8524049,8655121,8786193,8917265,9048337,9179409,9310481,9441553,9572625,9703697,9834769,9965841,10096913,10227985,10359057,10490129,10621201,10752273,10883345,11014417,11145489,11276561,11407633,11538705,11669777,11800849,11931921,12062993,12194065,12325137,12456209,12587281,12718353,12849425,12980497
17,200977,463121,725265,987409,1249553,1511697,1773841,2035985,2298129,2560273,2822417,3084561,3346705,3608849,3870993,4133137,4395281,4657425,4919569,5181713,5443857,5706001,5968145,6230289,6492433,6754577,7016721,7278865,7541009,7803153,8065297,8327441,8589585,8851729,9113873,9376017,9638161,9900305,10162449,10424593,10686737,10948881,11211025,11473169,11735313,11997457,12259601,12521745,12783889,13046033,13308177,13570321,13832465,14094609,14356753,14618897,14881041,15143185,15405329,15667473,15929617,16191761,16453905,16716049,16978193,17240337,17502481,17764625,18026769,18288913,18551057,18813201,19075345,19337489,19599633,19861777,20123921,20386065,20648209,20910353,21172497,21434641,21696785,21958929,22221073,22483217,22745361,23007505,23269649,23531793,23793937,24056081,24318225,24580369,24842513,25104657,25366801,25628945,25891089,26153233
18,332049,856337,1380625,1904913,2429201,2953489,3477777,4002065,4526353,5050641,5574929,6099217,6623505,7147793,7672081,8196369,8720657,9244945,9769233,10293521,10817809,11342097,11866385,12390673,12914961,13439249,13963537,14487825,15012113,15536401,16060689,16584977,17109265,17633553,18157841,18682129,19206417,19730705,20254993,20779281,21303569,21827857,22352145,22876433,23400721,23925009,24449297,24973585,25497873,26022161,26546449,27070737,27595025,28119313,28643601,29167889,29692177,30216465,30740753,31265041,31789329,32313617,32837905,33362193,33886481,34410769,34935057,35459345,35983633,36507921,37032209,37556497,38080785,38605073,39129361,39653649,40177937,40702225,41226513,41750801,42275089,42799377,43323665,43847953,44372241,44896529,45420817,45945105,46469393,46993681,47517969,48042257,48566545,49090833,49615121,50139409,50663697,51187985,51712273,52236561
19,594193,1642769,2691345,3739921,4788497,5837073,6885649,7934225,8982801,10031377,11079953,12128529,13177105,14225681,15274257,16322833,17371409,18419985,19468561,20517137,21565713,22614289,23662865,24711441,25760017,26808593,27857169,28905745,29954321,31002897,32051473,33100049,34148625,35197201,36245777,37294353,38342929,39391505,40440081,41488657,42537233,43585809,44634385,45682961,46731537,47780113,48828689,49877265,50925841,51974417,53022993,54071569,55120145,56168721,57217297,58265873,59314449,60363025,61411601,62460177,63508753,64557329,65605905,66654481,67703057,68751633,69800209,70848785,71897361,72945937,73994513,75043089,76091665,77140241,78188817,79237393,80285969,81334545,82383121,83431697,84480273,85528849,86577425,87626001,88674577,89723153,90771729,91820305,92868881,93917457,94966033,96014609,97063185,98111761,99160337,,,,,
20,69905,2167057,4264209,6361361,8458513,10555665,12652817,14749969,16847121,18944273,21041425,23138577,25235729,27332881,29430033,31527185,33624337,35721489,37818641,39915793,42012945,44110097,46207249,48304401,50401553,52498705,54595857,56693009,58790161,60887313,62984465,65081617,67178769,69275921,71373073,73470225,75567377,77664529,79761681,81858833,83955985,86053137,88150289,90247441,92344593,94441745,96538897,98636049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3215633,7409937,11604241,15798545,19992849,24187153,28381457,32575761,36770065,40964369,45158673,49352977,53547281,57741585,61935889,66130193,70324497,74518801,78713105,82907409,87101713,91296017,95490321,99684625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5312785,13701393,22090001,30478609,38867217,47255825,55644433,64033041,72421649,80810257,89198865,97587473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9507089,26284305,43061521,59838737,76615953,93393169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1118481,34672913,68227345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,51450129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,85004561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,17895697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
