r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2429,6525,10621,14717,18813,22909,27005,31101,35197,39293,43389,47485,51581,55677,59773,63869,67965,72061,76157,80253,84349,88445,92541,96637,100733,104829,108925,113021,117117,121213,125309,129405,133501,137597,141693,145789,149885,153981,158077,162173,166269,170365,174461,178557,182653,186749,190845,194941,199037,203133,207229,211325,215421,219517,223613,227709,231805,235901,239997,244093,248189,252285,256381,260477,264573,268669,272765,276861,280957,285053,289149,293245,297341,301437,305533,309629,313725,317821,321917,326013,330109,334205,338301,342397,346493,350589,354685,358781,362877,366973,371069,375165,379261,383357,387453,391549,395645,399741,403837,407933
12,4477,12669,20861,29053,37245,45437,53629,61821,70013,78205,86397,94589,102781,110973,119165,127357,135549,143741,151933,160125,168317,176509,184701,192893,201085,209277,217469,225661,233853,242045,250237,258429,266621,274813,283005,291197,299389,307581,315773,323965,332157,340349,348541,356733,364925,373117,381309,389501,397693,405885,414077,422269,430461,438653,446845,455037,463229,471421,479613,487805,495997,504189,512381,520573,528765,536957,545149,553341,561533,569725,577917,586109,594301,602493,610685,618877,627069,635261,643453,651645,659837,668029,676221,684413,692605,700797,708989,717181,725373,733565,741757,749949,758141,766333,774525,782717,790909,799101,807293,815485
13,8573,24957,41341,57725,74109,90493,106877,123261,139645,156029,172413,188797,205181,221565,237949,254333,270717,287101,303485,319869,336253,352637,369021,385405,401789,418173,434557,450941,467325,483709,500093,516477,532861,549245,565629,582013,598397,614781,631165,647549,663933,680317,696701,713085,729469,745853,762237,778621,795005,811389,827773,844157,860541,876925,893309,909693,926077,942461,958845,975229,991613,1007997,1024381,1040765,1057149,1073533,1089917,1106301,1122685,1139069,1155453,1171837,1188221,1204605,1220989,1237373,1253757,1270141,1286525,1302909,1319293,1335677,1352061,1368445,1384829,1401213,1417597,1433981,1450365,1466749,1483133,1499517,1515901,1532285,1548669,1565053,1581437,1597821,1614205,1630589
14,381,33149,65917,98685,131453,164221,196989,229757,262525,295293,328061,360829,393597,426365,459133,491901,524669,557437,590205,622973,655741,688509,721277,754045,786813,819581,852349,885117,917885,950653,983421,1016189,1048957,1081725,1114493,1147261,1180029,1212797,1245565,1278333,1311101,1343869,1376637,1409405,1442173,1474941,1507709,1540477,1573245,1606013,1638781,1671549,1704317,1737085,1769853,1802621,1835389,1868157,1900925,1933693,1966461,1999229,2031997,2064765,2097533,2130301,2163069,2195837,2228605,2261373,2294141,2326909,2359677,2392445,2425213,2457981,2490749,2523517,2556285,2589053,2621821,2654589,2687357,2720125,2752893,2785661,2818429,2851197,2883965,2916733,2949501,2982269,3015037,3047805,3080573,3113341,3146109,3178877,3211645,3244413
15,49533,115069,180605,246141,311677,377213,442749,508285,573821,639357,704893,770429,835965,901501,967037,1032573,1098109,1163645,1229181,1294717,1360253,1425789,1491325,1556861,1622397,1687933,1753469,1819005,1884541,1950077,2015613,2081149,2146685,2212221,2277757,2343293,2408829,2474365,2539901,2605437,2670973,2736509,2802045,2867581,2933117,2998653,3064189,3129725,3195261,3260797,3326333,3391869,3457405,3522941,3588477,3654013,3719549,3785085,3850621,3916157,3981693,4047229,4112765,4178301,4243837,4309373,4374909,4440445,4505981,4571517,4637053,4702589,4768125,4833661,4899197,4964733,5030269,5095805,5161341,5226877,5292413,5357949,5423485,5489021,5554557,5620093,5685629,5751165,5816701,5882237,5947773,6013309,6078845,6144381,6209917,6275453,6340989,6406525,6472061,6537597
16,16765,147837,278909,409981,541053,672125,803197,934269,1065341,1196413,1327485,1458557,1589629,1720701,1851773,1982845,2113917,2244989,2376061,2507133,2638205,2769277,2900349,3031421,3162493,3293565,3424637,3555709,3686781,3817853,3948925,4079997,4211069,4342141,4473213,4604285,4735357,4866429,4997501,5128573,5259645,5390717,5521789,5652861,5783933,5915005,6046077,6177149,6308221,6439293,6570365,6701437,6832509,6963581,7094653,7225725,7356797,7487869,7618941,7750013,7881085,8012157,8143229,8274301,8405373,8536445,8667517,8798589,8929661,9060733,9191805,9322877,9453949,9585021,9716093,9847165,9978237,10109309,10240381,10371453,10502525,10633597,10764669,10895741,11026813,11157885,11288957,11420029,11551101,11682173,11813245,11944317,12075389,12206461,12337533,12468605,12599677,12730749,12861821,12992893
17,82301,344445,606589,868733,1130877,1393021,1655165,1917309,2179453,2441597,2703741,2965885,3228029,3490173,3752317,4014461,4276605,4538749,4800893,5063037,5325181,5587325,5849469,6111613,6373757,6635901,6898045,7160189,7422333,7684477,7946621,8208765,8470909,8733053,8995197,9257341,9519485,9781629,10043773,10305917,10568061,10830205,11092349,11354493,11616637,11878781,12140925,12403069,12665213,12927357,13189501,13451645,13713789,13975933,14238077,14500221,14762365,15024509,15286653,15548797,15810941,16073085,16335229,16597373,16859517,17121661,17383805,17645949,17908093,18170237,18432381,18694525,18956669,19218813,19480957,19743101,20005245,20267389,20529533,20791677,21053821,21315965,21578109,21840253,22102397,22364541,22626685,22888829,23150973,23413117,23675261,23937405,24199549,24461693,24723837,24985981,25248125,25510269,25772413,26034557
18,213373,737661,1261949,1786237,2310525,2834813,3359101,3883389,4407677,4931965,5456253,5980541,6504829,7029117,7553405,8077693,8601981,9126269,9650557,10174845,10699133,11223421,11747709,12271997,12796285,13320573,13844861,14369149,14893437,15417725,15942013,16466301,16990589,17514877,18039165,18563453,19087741,19612029,20136317,20660605,21184893,21709181,22233469,22757757,23282045,23806333,24330621,24854909,25379197,25903485,26427773,26952061,27476349,28000637,28524925,29049213,29573501,30097789,30622077,31146365,31670653,32194941,32719229,33243517,33767805,34292093,34816381,35340669,35864957,36389245,36913533,37437821,37962109,38486397,39010685,39534973,40059261,40583549,41107837,41632125,42156413,42680701,43204989,43729277,44253565,44777853,45302141,45826429,46350717,46875005,47399293,47923581,48447869,48972157,49496445,50020733,50545021,51069309,51593597,52117885
19,475517,1524093,2572669,3621245,4669821,5718397,6766973,7815549,8864125,9912701,10961277,12009853,13058429,14107005,15155581,16204157,17252733,18301309,19349885,20398461,21447037,22495613,23544189,24592765,25641341,26689917,27738493,28787069,29835645,30884221,31932797,32981373,34029949,35078525,36127101,37175677,38224253,39272829,40321405,41369981,42418557,43467133,44515709,45564285,46612861,47661437,48710013,49758589,50807165,51855741,52904317,53952893,55001469,56050045,57098621,58147197,59195773,60244349,61292925,62341501,63390077,64438653,65487229,66535805,67584381,68632957,69681533,70730109,71778685,72827261,73875837,74924413,75972989,77021565,78070141,79118717,80167293,81215869,82264445,83313021,84361597,85410173,86458749,87507325,88555901,89604477,90653053,91701629,92750205,93798781,94847357,95895933,96944509,97993085,99041661,,,,,
20,999805,3096957,5194109,7291261,9388413,11485565,13582717,15679869,17777021,19874173,21971325,24068477,26165629,28262781,30359933,32457085,34554237,36651389,38748541,40845693,42942845,45039997,47137149,49234301,51331453,53428605,55525757,57622909,59720061,61817213,63914365,66011517,68108669,70205821,72302973,74400125,76497277,78594429,80691581,82788733,84885885,86983037,89080189,91177341,93274493,95371645,97468797,99565949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4145533,8339837,12534141,16728445,20922749,25117053,29311357,33505661,37699965,41894269,46088573,50282877,54477181,58671485,62865789,67060093,71254397,75448701,79643005,83837309,88031613,92225917,96420221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2048381,10436989,18825597,27214205,35602813,43991421,52380029,60768637,69157245,77545853,85934461,94323069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,14631293,31408509,48185725,64962941,81740157,98517373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,23019901,56574333,90128765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,39797117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,73351549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,6242685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
