r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3047,7143,11239,15335,19431,23527,27623,31719,35815,39911,44007,48103,52199,56295,60391,64487,68583,72679,76775,80871,84967,89063,93159,97255,101351,105447,109543,113639,117735,121831,125927,130023,134119,138215,142311,146407,150503,154599,158695,162791,166887,170983,175079,179175,183271,187367,191463,195559,199655,203751,207847,211943,216039,220135,224231,228327,232423,236519,240615,244711,248807,252903,256999,261095,265191,269287,273383,277479,281575,285671,289767,293863,297959,302055,306151,310247,314343,318439,322535,326631,330727,334823,338919,343015,347111,351207,355303,359399,363495,367591,371687,375783,379879,383975,388071,392167,396263,400359,404455,408551
12,5095,13287,21479,29671,37863,46055,54247,62439,70631,78823,87015,95207,103399,111591,119783,127975,136167,144359,152551,160743,168935,177127,185319,193511,201703,209895,218087,226279,234471,242663,250855,259047,267239,275431,283623,291815,300007,308199,316391,324583,332775,340967,349159,357351,365543,373735,381927,390119,398311,406503,414695,422887,431079,439271,447463,455655,463847,472039,480231,488423,496615,504807,512999,521191,529383,537575,545767,553959,562151,570343,578535,586727,594919,603111,611303,619495,627687,635879,644071,652263,660455,668647,676839,685031,693223,701415,709607,717799,725991,734183,742375,750567,758759,766951,775143,783335,791527,799719,807911,816103
13,999,17383,33767,50151,66535,82919,99303,115687,132071,148455,164839,181223,197607,213991,230375,246759,263143,279527,295911,312295,328679,345063,361447,377831,394215,410599,426983,443367,459751,476135,492519,508903,525287,541671,558055,574439,590823,607207,623591,639975,656359,672743,689127,705511,721895,738279,754663,771047,787431,803815,820199,836583,852967,869351,885735,902119,918503,934887,951271,967655,984039,1000423,1016807,1033191,1049575,1065959,1082343,1098727,1115111,1131495,1147879,1164263,1180647,1197031,1213415,1229799,1246183,1262567,1278951,1295335,1311719,1328103,1344487,1360871,1377255,1393639,1410023,1426407,1442791,1459175,1475559,1491943,1508327,1524711,1541095,1557479,1573863,1590247,1606631,1623015
14,9191,41959,74727,107495,140263,173031,205799,238567,271335,304103,336871,369639,402407,435175,467943,500711,533479,566247,599015,631783,664551,697319,730087,762855,795623,828391,861159,893927,926695,959463,992231,1024999,1057767,1090535,1123303,1156071,1188839,1221607,1254375,1287143,1319911,1352679,1385447,1418215,1450983,1483751,1516519,1549287,1582055,1614823,1647591,1680359,1713127,1745895,1778663,1811431,1844199,1876967,1909735,1942503,1975271,2008039,2040807,2073575,2106343,2139111,2171879,2204647,2237415,2270183,2302951,2335719,2368487,2401255,2434023,2466791,2499559,2532327,2565095,2597863,2630631,2663399,2696167,2728935,2761703,2794471,2827239,2860007,2892775,2925543,2958311,2991079,3023847,3056615,3089383,3122151,3154919,3187687,3220455,3253223
15,58343,123879,189415,254951,320487,386023,451559,517095,582631,648167,713703,779239,844775,910311,975847,1041383,1106919,1172455,1237991,1303527,1369063,1434599,1500135,1565671,1631207,1696743,1762279,1827815,1893351,1958887,2024423,2089959,2155495,2221031,2286567,2352103,2417639,2483175,2548711,2614247,2679783,2745319,2810855,2876391,2941927,3007463,3072999,3138535,3204071,3269607,3335143,3400679,3466215,3531751,3597287,3662823,3728359,3793895,3859431,3924967,3990503,4056039,4121575,4187111,4252647,4318183,4383719,4449255,4514791,4580327,4645863,4711399,4776935,4842471,4908007,4973543,5039079,5104615,5170151,5235687,5301223,5366759,5432295,5497831,5563367,5628903,5694439,5759975,5825511,5891047,5956583,6022119,6087655,6153191,6218727,6284263,6349799,6415335,6480871,6546407
16,91111,222183,353255,484327,615399,746471,877543,1008615,1139687,1270759,1401831,1532903,1663975,1795047,1926119,2057191,2188263,2319335,2450407,2581479,2712551,2843623,2974695,3105767,3236839,3367911,3498983,3630055,3761127,3892199,4023271,4154343,4285415,4416487,4547559,4678631,4809703,4940775,5071847,5202919,5333991,5465063,5596135,5727207,5858279,5989351,6120423,6251495,6382567,6513639,6644711,6775783,6906855,7037927,7168999,7300071,7431143,7562215,7693287,7824359,7955431,8086503,8217575,8348647,8479719,8610791,8741863,8872935,9004007,9135079,9266151,9397223,9528295,9659367,9790439,9921511,10052583,10183655,10314727,10445799,10576871,10707943,10839015,10970087,11101159,11232231,11363303,11494375,11625447,11756519,11887591,12018663,12149735,12280807,12411879,12542951,12674023,12805095,12936167,13067239
17,156647,418791,680935,943079,1205223,1467367,1729511,1991655,2253799,2515943,2778087,3040231,3302375,3564519,3826663,4088807,4350951,4613095,4875239,5137383,5399527,5661671,5923815,6185959,6448103,6710247,6972391,7234535,7496679,7758823,8020967,8283111,8545255,8807399,9069543,9331687,9593831,9855975,10118119,10380263,10642407,10904551,11166695,11428839,11690983,11953127,12215271,12477415,12739559,13001703,13263847,13525991,13788135,14050279,14312423,14574567,14836711,15098855,15360999,15623143,15885287,16147431,16409575,16671719,16933863,17196007,17458151,17720295,17982439,18244583,18506727,18768871,19031015,19293159,19555303,19817447,20079591,20341735,20603879,20866023,21128167,21390311,21652455,21914599,22176743,22438887,22701031,22963175,23225319,23487463,23749607,24011751,24273895,24536039,24798183,25060327,25322471,25584615,25846759,26108903
18,287719,812007,1336295,1860583,2384871,2909159,3433447,3957735,4482023,5006311,5530599,6054887,6579175,7103463,7627751,8152039,8676327,9200615,9724903,10249191,10773479,11297767,11822055,12346343,12870631,13394919,13919207,14443495,14967783,15492071,16016359,16540647,17064935,17589223,18113511,18637799,19162087,19686375,20210663,20734951,21259239,21783527,22307815,22832103,23356391,23880679,24404967,24929255,25453543,25977831,26502119,27026407,27550695,28074983,28599271,29123559,29647847,30172135,30696423,31220711,31744999,32269287,32793575,33317863,33842151,34366439,34890727,35415015,35939303,36463591,36987879,37512167,38036455,38560743,39085031,39609319,40133607,40657895,41182183,41706471,42230759,42755047,43279335,43803623,44327911,44852199,45376487,45900775,46425063,46949351,47473639,47997927,48522215,49046503,49570791,50095079,50619367,51143655,51667943,52192231
19,549863,1598439,2647015,3695591,4744167,5792743,6841319,7889895,8938471,9987047,11035623,12084199,13132775,14181351,15229927,16278503,17327079,18375655,19424231,20472807,21521383,22569959,23618535,24667111,25715687,26764263,27812839,28861415,29909991,30958567,32007143,33055719,34104295,35152871,36201447,37250023,38298599,39347175,40395751,41444327,42492903,43541479,44590055,45638631,46687207,47735783,48784359,49832935,50881511,51930087,52978663,54027239,55075815,56124391,57172967,58221543,59270119,60318695,61367271,62415847,63464423,64512999,65561575,66610151,67658727,68707303,69755879,70804455,71853031,72901607,73950183,74998759,76047335,77095911,78144487,79193063,80241639,81290215,82338791,83387367,84435943,85484519,86533095,87581671,88630247,89678823,90727399,91775975,92824551,93873127,94921703,95970279,97018855,98067431,99116007,,,,,
20,25575,2122727,4219879,6317031,8414183,10511335,12608487,14705639,16802791,18899943,20997095,23094247,25191399,27288551,29385703,31482855,33580007,35677159,37774311,39871463,41968615,44065767,46162919,48260071,50357223,52454375,54551527,56648679,58745831,60842983,62940135,65037287,67134439,69231591,71328743,73425895,75523047,77620199,79717351,81814503,83911655,86008807,88105959,90203111,92300263,94397415,96494567,98591719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1074151,5268455,9462759,13657063,17851367,22045671,26239975,30434279,34628583,38822887,43017191,47211495,51405799,55600103,59794407,63988711,68183015,72377319,76571623,80765927,84960231,89154535,93348839,97543143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3171303,11559911,19948519,28337127,36725735,45114343,53502951,61891559,70280167,78668775,87057383,95445991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,15754215,32531431,49308647,66085863,82863079,99640295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24142823,57697255,91251687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7365607,74474471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,40920039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
