r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2177,6273,10369,14465,18561,22657,26753,30849,34945,39041,43137,47233,51329,55425,59521,63617,67713,71809,75905,80001,84097,88193,92289,96385,100481,104577,108673,112769,116865,120961,125057,129153,133249,137345,141441,145537,149633,153729,157825,161921,166017,170113,174209,178305,182401,186497,190593,194689,198785,202881,206977,211073,215169,219265,223361,227457,231553,235649,239745,243841,247937,252033,256129,260225,264321,268417,272513,276609,280705,284801,288897,292993,297089,301185,305281,309377,313473,317569,321665,325761,329857,333953,338049,342145,346241,350337,354433,358529,362625,366721,370817,374913,379009,383105,387201,391297,395393,399489,403585,407681
12,4225,12417,20609,28801,36993,45185,53377,61569,69761,77953,86145,94337,102529,110721,118913,127105,135297,143489,151681,159873,168065,176257,184449,192641,200833,209025,217217,225409,233601,241793,249985,258177,266369,274561,282753,290945,299137,307329,315521,323713,331905,340097,348289,356481,364673,372865,381057,389249,397441,405633,413825,422017,430209,438401,446593,454785,462977,471169,479361,487553,495745,503937,512129,520321,528513,536705,544897,553089,561281,569473,577665,585857,594049,602241,610433,618625,626817,635009,643201,651393,659585,667777,675969,684161,692353,700545,708737,716929,725121,733313,741505,749697,757889,766081,774273,782465,790657,798849,807041,815233
13,8321,24705,41089,57473,73857,90241,106625,123009,139393,155777,172161,188545,204929,221313,237697,254081,270465,286849,303233,319617,336001,352385,368769,385153,401537,417921,434305,450689,467073,483457,499841,516225,532609,548993,565377,581761,598145,614529,630913,647297,663681,680065,696449,712833,729217,745601,761985,778369,794753,811137,827521,843905,860289,876673,893057,909441,925825,942209,958593,974977,991361,1007745,1024129,1040513,1056897,1073281,1089665,1106049,1122433,1138817,1155201,1171585,1187969,1204353,1220737,1237121,1253505,1269889,1286273,1302657,1319041,1335425,1351809,1368193,1384577,1400961,1417345,1433729,1450113,1466497,1482881,1499265,1515649,1532033,1548417,1564801,1581185,1597569,1613953,1630337
14,129,32897,65665,98433,131201,163969,196737,229505,262273,295041,327809,360577,393345,426113,458881,491649,524417,557185,589953,622721,655489,688257,721025,753793,786561,819329,852097,884865,917633,950401,983169,1015937,1048705,1081473,1114241,1147009,1179777,1212545,1245313,1278081,1310849,1343617,1376385,1409153,1441921,1474689,1507457,1540225,1572993,1605761,1638529,1671297,1704065,1736833,1769601,1802369,1835137,1867905,1900673,1933441,1966209,1998977,2031745,2064513,2097281,2130049,2162817,2195585,2228353,2261121,2293889,2326657,2359425,2392193,2424961,2457729,2490497,2523265,2556033,2588801,2621569,2654337,2687105,2719873,2752641,2785409,2818177,2850945,2883713,2916481,2949249,2982017,3014785,3047553,3080321,3113089,3145857,3178625,3211393,3244161
15,49281,114817,180353,245889,311425,376961,442497,508033,573569,639105,704641,770177,835713,901249,966785,1032321,1097857,1163393,1228929,1294465,1360001,1425537,1491073,1556609,1622145,1687681,1753217,1818753,1884289,1949825,2015361,2080897,2146433,2211969,2277505,2343041,2408577,2474113,2539649,2605185,2670721,2736257,2801793,2867329,2932865,2998401,3063937,3129473,3195009,3260545,3326081,3391617,3457153,3522689,3588225,3653761,3719297,3784833,3850369,3915905,3981441,4046977,4112513,4178049,4243585,4309121,4374657,4440193,4505729,4571265,4636801,4702337,4767873,4833409,4898945,4964481,5030017,5095553,5161089,5226625,5292161,5357697,5423233,5488769,5554305,5619841,5685377,5750913,5816449,5881985,5947521,6013057,6078593,6144129,6209665,6275201,6340737,6406273,6471809,6537345
16,82049,213121,344193,475265,606337,737409,868481,999553,1130625,1261697,1392769,1523841,1654913,1785985,1917057,2048129,2179201,2310273,2441345,2572417,2703489,2834561,2965633,3096705,3227777,3358849,3489921,3620993,3752065,3883137,4014209,4145281,4276353,4407425,4538497,4669569,4800641,4931713,5062785,5193857,5324929,5456001,5587073,5718145,5849217,5980289,6111361,6242433,6373505,6504577,6635649,6766721,6897793,7028865,7159937,7291009,7422081,7553153,7684225,7815297,7946369,8077441,8208513,8339585,8470657,8601729,8732801,8863873,8994945,9126017,9257089,9388161,9519233,9650305,9781377,9912449,10043521,10174593,10305665,10436737,10567809,10698881,10829953,10961025,11092097,11223169,11354241,11485313,11616385,11747457,11878529,12009601,12140673,12271745,12402817,12533889,12664961,12796033,12927105,13058177
17,147585,409729,671873,934017,1196161,1458305,1720449,1982593,2244737,2506881,2769025,3031169,3293313,3555457,3817601,4079745,4341889,4604033,4866177,5128321,5390465,5652609,5914753,6176897,6439041,6701185,6963329,7225473,7487617,7749761,8011905,8274049,8536193,8798337,9060481,9322625,9584769,9846913,10109057,10371201,10633345,10895489,11157633,11419777,11681921,11944065,12206209,12468353,12730497,12992641,13254785,13516929,13779073,14041217,14303361,14565505,14827649,15089793,15351937,15614081,15876225,16138369,16400513,16662657,16924801,17186945,17449089,17711233,17973377,18235521,18497665,18759809,19021953,19284097,19546241,19808385,20070529,20332673,20594817,20856961,21119105,21381249,21643393,21905537,22167681,22429825,22691969,22954113,23216257,23478401,23740545,24002689,24264833,24526977,24789121,25051265,25313409,25575553,25837697,26099841
18,278657,802945,1327233,1851521,2375809,2900097,3424385,3948673,4472961,4997249,5521537,6045825,6570113,7094401,7618689,8142977,8667265,9191553,9715841,10240129,10764417,11288705,11812993,12337281,12861569,13385857,13910145,14434433,14958721,15483009,16007297,16531585,17055873,17580161,18104449,18628737,19153025,19677313,20201601,20725889,21250177,21774465,22298753,22823041,23347329,23871617,24395905,24920193,25444481,25968769,26493057,27017345,27541633,28065921,28590209,29114497,29638785,30163073,30687361,31211649,31735937,32260225,32784513,33308801,33833089,34357377,34881665,35405953,35930241,36454529,36978817,37503105,38027393,38551681,39075969,39600257,40124545,40648833,41173121,41697409,42221697,42745985,43270273,43794561,44318849,44843137,45367425,45891713,46416001,46940289,47464577,47988865,48513153,49037441,49561729,50086017,50610305,51134593,51658881,52183169
19,540801,1589377,2637953,3686529,4735105,5783681,6832257,7880833,8929409,9977985,11026561,12075137,13123713,14172289,15220865,16269441,17318017,18366593,19415169,20463745,21512321,22560897,23609473,24658049,25706625,26755201,27803777,28852353,29900929,30949505,31998081,33046657,34095233,35143809,36192385,37240961,38289537,39338113,40386689,41435265,42483841,43532417,44580993,45629569,46678145,47726721,48775297,49823873,50872449,51921025,52969601,54018177,55066753,56115329,57163905,58212481,59261057,60309633,61358209,62406785,63455361,64503937,65552513,66601089,67649665,68698241,69746817,70795393,71843969,72892545,73941121,74989697,76038273,77086849,78135425,79184001,80232577,81281153,82329729,83378305,84426881,85475457,86524033,87572609,88621185,89669761,90718337,91766913,92815489,93864065,94912641,95961217,97009793,98058369,99106945,,,,,
20,1065089,3162241,5259393,7356545,9453697,11550849,13648001,15745153,17842305,19939457,22036609,24133761,26230913,28328065,30425217,32522369,34619521,36716673,38813825,40910977,43008129,45105281,47202433,49299585,51396737,53493889,55591041,57688193,59785345,61882497,63979649,66076801,68173953,70271105,72368257,74465409,76562561,78659713,80756865,82854017,84951169,87048321,89145473,91242625,93339777,95436929,97534081,99631233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,16513,4210817,8405121,12599425,16793729,20988033,25182337,29376641,33570945,37765249,41959553,46153857,50348161,54542465,58736769,62931073,67125377,71319681,75513985,79708289,83902593,88096897,92291201,96485505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6307969,14696577,23085185,31473793,39862401,48251009,56639617,65028225,73416833,81805441,90194049,98582657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,10502273,27279489,44056705,60833921,77611137,94388353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,18890881,52445313,85999745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,35668097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,69222529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2113665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
