r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3031,7127,11223,15319,19415,23511,27607,31703,35799,39895,43991,48087,52183,56279,60375,64471,68567,72663,76759,80855,84951,89047,93143,97239,101335,105431,109527,113623,117719,121815,125911,130007,134103,138199,142295,146391,150487,154583,158679,162775,166871,170967,175063,179159,183255,187351,191447,195543,199639,203735,207831,211927,216023,220119,224215,228311,232407,236503,240599,244695,248791,252887,256983,261079,265175,269271,273367,277463,281559,285655,289751,293847,297943,302039,306135,310231,314327,318423,322519,326615,330711,334807,338903,342999,347095,351191,355287,359383,363479,367575,371671,375767,379863,383959,388055,392151,396247,400343,404439,408535
12,5079,13271,21463,29655,37847,46039,54231,62423,70615,78807,86999,95191,103383,111575,119767,127959,136151,144343,152535,160727,168919,177111,185303,193495,201687,209879,218071,226263,234455,242647,250839,259031,267223,275415,283607,291799,299991,308183,316375,324567,332759,340951,349143,357335,365527,373719,381911,390103,398295,406487,414679,422871,431063,439255,447447,455639,463831,472023,480215,488407,496599,504791,512983,521175,529367,537559,545751,553943,562135,570327,578519,586711,594903,603095,611287,619479,627671,635863,644055,652247,660439,668631,676823,685015,693207,701399,709591,717783,725975,734167,742359,750551,758743,766935,775127,783319,791511,799703,807895,816087
13,983,17367,33751,50135,66519,82903,99287,115671,132055,148439,164823,181207,197591,213975,230359,246743,263127,279511,295895,312279,328663,345047,361431,377815,394199,410583,426967,443351,459735,476119,492503,508887,525271,541655,558039,574423,590807,607191,623575,639959,656343,672727,689111,705495,721879,738263,754647,771031,787415,803799,820183,836567,852951,869335,885719,902103,918487,934871,951255,967639,984023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,25559,58327,91095,123863,156631,189399,222167,254935,287703,320471,353239,386007,418775,451543,484311,517079,549847,582615,615383,648151,680919,713687,746455,779223,811991,844759,877527,910295,943063,975831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9175,74711,140247,205783,271319,336855,402391,467927,533463,598999,664535,730071,795607,861143,926679,992215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,107479,238551,369623,500695,631767,762839,893911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,173015,435159,697303,959447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,304087,828375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,566231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,41943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
